egid,buildingStatus,buildingCategory,buildingClass,municipalityNumber,municipalityName,canton,geometry,geometry_wkt,longitude,latitude
1715943,1004,1020,1110,3111,Oberegg,AI,POINT (9.549241882772463 47.424118714077245),POINT (2759238.009 1254732.018),9.549241882772463,47.424118714077245
1715944,1004,1020,1110,3111,Oberegg,AI,POINT (9.549273030180512 47.42380860015041),POINT (2759241.286 1254697.614),9.549273030180512,47.42380860015041
1715945,1004,1020,1110,3111,Oberegg,AI,POINT (9.549301212515536 47.4237038780216),POINT (2759243.725 1254686.032),9.549301212515536,47.4237038780216
1715946,1004,1020,1110,3111,Oberegg,AI,POINT (9.549332861406429 47.42355619316295),POINT (2759246.554 1254669.682),9.549332861406429,47.42355619316295
1715947,1004,1020,1110,3111,Oberegg,AI,POINT (9.549397672031084 47.42343637920247),POINT (2759251.801 1254656.497),9.549397672031084,47.42343637920247
1715948,1004,1020,1110,3111,Oberegg,AI,POINT (9.549489283158682 47.423204769317735),POINT (2759259.404 1254630.941),9.549489283158682,47.423204769317735
1715950,1004,1020,1110,3111,Oberegg,AI,POINT (9.549002641757683 47.423030885287),POINT (2759223.217 1254610.627),9.549002641757683,47.423030885287
1715951,1004,1020,1110,3111,Oberegg,AI,POINT (9.548833078653564 47.42305760887283),POINT (2759210.347 1254613.253),9.548833078653564,47.42305760887283
1715952,1004,1020,1110,3111,Oberegg,AI,POINT (9.548693497145157 47.4230748053895),POINT (2759199.767 1254614.881),9.548693497145157,47.4230748053895
1715953,1004,1030,1110,3111,Oberegg,AI,POINT (9.548476741467171 47.42308658181002),POINT (2759183.382 1254615.75),9.548476741467171,47.42308658181002
1715954,1004,1020,1110,3111,Oberegg,AI,POINT (9.548231423710348 47.423045704878795),POINT (2759165 1254610.709),9.548231423710348,47.423045704878795
1715955,1004,1020,1110,3111,Oberegg,AI,POINT (9.547767172101548 47.4228833374814),POINT (2759130.467 1254591.721),9.547767172101548,47.4228833374814
1715956,1004,1020,1110,3111,Oberegg,AI,POINT (9.547579805816309 47.42274648836189),POINT (2759116.743 1254576.131),9.547579805816309,47.42274648836189
1715957,1004,1030,1110,3111,Oberegg,AI,POINT (9.547330007899161 47.42266909907939),POINT (2759098.132 1254567.023),9.547330007899161,47.42266909907939
1715958,1004,1020,1110,3111,Oberegg,AI,POINT (9.54681371438515 47.42256262443426),POINT (2759059.506 1254554.142),9.54681371438515,47.42256262443426
1715959,1004,1030,1110,3111,Oberegg,AI,POINT (9.544980734042248 47.422919603845514),POINT (2758920.178 1254590.103),9.544980734042248,47.422919603845514
1715960,1004,1020,1110,3111,Oberegg,AI,POINT (9.544359250963472 47.423077299187526),POINT (2758872.829 1254606.371),9.544359250963472,47.423077299187526
1715961,1004,1030,1110,3111,Oberegg,AI,POINT (9.54422238737885 47.423131059936),POINT (2758862.345 1254612.069),9.54422238737885,47.423131059936
1715962,1004,1020,1110,3111,Oberegg,AI,POINT (9.54399238403198 47.423224882141604),POINT (2758844.716 1254622.031),9.54399238403198,47.423224882141604
1715963,1004,1020,1110,3111,Oberegg,AI,POINT (9.543654470376582 47.42326321260919),POINT (2758819.113 1254625.607),9.543654470376582,47.42326321260919
1715964,1004,1020,1110,3111,Oberegg,AI,POINT (9.543461663024944 47.42331002884983),POINT (2758804.43 1254630.42),9.543461663024944,47.42331002884983
1715965,1004,1020,1110,3111,Oberegg,AI,POINT (9.54212562547731 47.4234249234742),POINT (2758703.311 1254640.486),9.54212562547731,47.4234249234742
1715966,1004,1030,1110,3111,Oberegg,AI,POINT (9.542042268363737 47.4238695595237),POINT (2758695.698 1254689.736),9.542042268363737,47.4238695595237
1715967,1007,1020,1110,3111,Oberegg,AI,POINT (9.538326372389188 47.42434439105185),POINT (2758414 1254735),9.538326372389188,47.42434439105185
1715968,1004,1020,1121,3111,Oberegg,AI,POINT (9.538109591702616 47.42442056915749),POINT (2758397.422 1254743.029),9.538109591702616,47.42442056915749
1715969,1004,1020,1110,3111,Oberegg,AI,POINT (9.537329224297125 47.4246944155968),POINT (2758337.746 1254771.89),9.537329224297125,47.4246944155968
1715970,1004,1020,1110,3111,Oberegg,AI,POINT (9.537517526289976 47.424753302144694),POINT (2758351.774 1254778.815),9.537517526289976,47.424753302144694
1715971,1004,1020,1110,3111,Oberegg,AI,POINT (9.536593930776414 47.425156067008324),POINT (2758280.912 1254821.716),9.536593930776414,47.425156067008324
1715972,1004,1020,1110,3111,Oberegg,AI,POINT (9.536470329610445 47.42507202660071),POINT (2758271.839 1254812.126),9.536470329610445,47.42507202660071
1715973,1004,1020,1110,3111,Oberegg,AI,POINT (9.536343378150779 47.42500354925229),POINT (2758262.467 1254804.259),9.536343378150779,47.42500354925229
1715974,1004,1020,1110,3111,Oberegg,AI,POINT (9.539281482059112 47.42534808533193),POINT (2758483.054 1254848.484),9.539281482059112,47.42534808533193
1715975,1004,1030,1110,3111,Oberegg,AI,POINT (9.542570755717252 47.42744137127315),POINT (2758724.911 1255087.791),9.542570755717252,47.42744137127315
1715976,1007,1020,1110,3111,Oberegg,AI,POINT (9.542179230386425 47.42776633790322),POINT (2758694.412 1255123.117),9.542179230386425,47.42776633790322
1715977,1004,1020,1110,3111,Oberegg,AI,POINT (9.542259375832613 47.42762740897489),POINT (2758700.871 1255107.838),9.542259375832613,47.42762740897489
1715978,1004,1030,1110,3111,Oberegg,AI,POINT (9.542637179982664 47.427840443975285),POINT (2758728.731 1255132.28),9.542637179982664,47.427840443975285
1715979,1004,1020,1110,3111,Oberegg,AI,POINT (9.542840430356968 47.428367171732646),POINT (2758742.49 1255191.234),9.542840430356968,47.428367171732646
1715980,1007,1030,1110,3111,Oberegg,AI,POINT (9.540251698503988 47.42839135138711),POINT (2758547.17 1255188.686),9.540251698503988,47.42839135138711
1715981,1004,1020,1110,3111,Oberegg,AI,POINT (9.542856221310204 47.427761220325195),POINT (2758745.488 1255123.918),9.542856221310204,47.427761220325195
1715982,1004,1030,1110,3111,Oberegg,AI,POINT (9.54605841967326 47.42260275459181),POINT (2759002.414 1254557.071),9.54605841967326,47.42260275459181
1715983,1004,1030,1110,3111,Oberegg,AI,POINT (9.544781020563812 47.42495008432393),POINT (2758899.053 1254815.374),9.544781020563812,47.42495008432393
1715984,1004,1020,1110,3111,Oberegg,AI,POINT (9.545233789964387 47.424830183573235),POINT (2758933.562 1254802.965),9.545233789964387,47.424830183573235
1715985,1004,1020,1110,3111,Oberegg,AI,POINT (9.545323158638308 47.42491051119637),POINT (2758940.063 1254812.074),9.545323158638308,47.42491051119637
1715986,1004,1020,1110,3111,Oberegg,AI,POINT (9.541451716016859 47.43096641813712),POINT (2758630.004 1255477.316),9.541451716016859,47.43096641813712
1715987,1004,1020,1121,3111,Oberegg,AI,POINT (9.546113696169781 47.428907506081),POINT (2758987.753 1255257.918),9.546113696169781,47.428907506081
1715988,1004,1040,1211,3111,Oberegg,AI,POINT (9.546766907391275 47.4285547465957),POINT (2759038.073 1255220.035),9.546766907391275,47.4285547465957
1715989,1004,1020,1110,3111,Oberegg,AI,POINT (9.546691178313242 47.428751019226134),POINT (2759031.775 1255241.696),9.546691178313242,47.428751019226134
1715991,1004,1020,1110,3111,Oberegg,AI,POINT (9.546823462453265 47.428971614146086),POINT (2759041.093 1255266.482),9.546823462453265,47.428971614146086
1715992,1004,1020,1110,3111,Oberegg,AI,POINT (9.539629575548531 47.43140427328052),POINT (2758491.277 1255522.298),9.539629575548531,47.43140427328052
1715993,1004,1020,1110,3111,Oberegg,AI,POINT (9.546916334155172 47.428771303820795),POINT (2759048.696 1255244.407),9.546916334155172,47.428771303820795
1715994,1004,1020,1110,3111,Oberegg,AI,POINT (9.539817643193649 47.42789856123482),POINT (2758515.9 1255133.038),9.539817643193649,47.42789856123482
1715995,1004,1020,1110,3111,Oberegg,AI,POINT (9.547548079971056 47.42470045536116),POINT (2759108.51 1254793.238),9.547548079971056,47.42470045536116
1715996,1004,1020,1110,3111,Oberegg,AI,POINT (9.546866001064842 47.42334614961154),POINT (2759061.109 1254641.332),9.546866001064842,47.42334614961154
1715997,1004,1020,1121,3111,Oberegg,AI,POINT (9.546433508314712 47.42542350075778),POINT (2759022.281 1254871.34),9.546433508314712,47.42542350075778
1715998,1004,1020,1110,3111,Oberegg,AI,POINT (9.54513939623333 47.4244044855525),POINT (2758927.713 1254755.46),9.54513939623333,47.4244044855525
1716000,1004,1020,1122,3111,Oberegg,AI,POINT (9.547952909280985 47.422937908242304),POINT (2759144.314 1254598.163),9.547952909280985,47.422937908242304
1716001,1004,1020,1110,3111,Oberegg,AI,POINT (9.545446684667283 47.43028740521937),POINT (2758933.326 1255409.934),9.545446684667283,47.43028740521937
1716002,1004,1060,1271,3111,Oberegg,AI,POINT (9.543108844407193 47.430523233941656),POINT (2758756.304 1255431.411),9.543108844407193,47.430523233941656
1716003,1004,1020,1110,3111,Oberegg,AI,POINT (9.541159510097604 47.43093931696479),POINT (2758608.047 1255473.713),9.541159510097604,47.43093931696479
1716004,1004,1030,1110,3111,Oberegg,AI,POINT (9.54168253547279 47.430988922310185),POINT (2758647.345 1255480.284),9.54168253547279,47.430988922310185
1716005,1004,1020,1110,3111,Oberegg,AI,POINT (9.549479848147469 47.42330984186994),POINT (2759258.378 1254642.6),9.549479848147469,47.42330984186994
1716006,1004,1020,1121,3111,Oberegg,AI,POINT (9.54989996728572 47.42310505280663),POINT (2759290.68 1254620.692),9.54989996728572,47.42310505280663
1716007,1004,1030,1110,3111,Oberegg,AI,POINT (9.55015402830548 47.42289107814865),POINT (2759310.484 1254597.426),9.55015402830548,47.42289107814865
1716008,1004,1030,1121,3111,Oberegg,AI,POINT (9.550372091892795 47.422832767290885),POINT (2759327.107 1254591.388),9.550372091892795,47.422832767290885
1716009,1004,1020,1121,3111,Oberegg,AI,POINT (9.550629728284381 47.4228352657283),POINT (2759346.533 1254592.189),9.550629728284381,47.4228352657283
1716010,1004,1030,1122,3111,Oberegg,AI,POINT (9.550769866059996 47.42267710397308),POINT (2759357.577 1254574.895),9.550769866059996,47.42267710397308
1716011,1004,1030,1122,3111,Oberegg,AI,POINT (9.551146571934565 47.42260828008218),POINT (2759386.198 1254568.011),9.551146571934565,47.42260828008218
1716012,1007,1030,1110,3111,Oberegg,AI,POINT (9.551323096840527 47.42255060079233),POINT (2759399.686 1254561.959),9.551323096840527,47.42255060079233
1716013,1007,1020,1110,3111,Oberegg,AI,POINT (9.55154891240936 47.422456867252876),POINT (2759417 1254552),9.55154891240936,47.422456867252876
1716014,1004,1040,1211,3111,Oberegg,AI,POINT (9.551843439703251 47.422394861072995),POINT (2759439.402 1254545.707),9.551843439703251,47.422394861072995
1716015,1004,1020,1122,3111,Oberegg,AI,POINT (9.551766149862967 47.42271475430305),POINT (2759432.614 1254581.104),9.551766149862967,47.42271475430305
1716016,1004,1020,1110,3111,Oberegg,AI,POINT (9.551340566585353 47.423489021493744),POINT (2759398.194 1254666.294),9.551340566585353,47.423489021493744
1716017,1004,1020,1110,3111,Oberegg,AI,POINT (9.551562298654929 47.42357518401281),POINT (2759414.661 1254676.321),9.551562298654929,47.42357518401281
1716018,1004,1020,1110,3111,Oberegg,AI,POINT (9.551494547887954 47.42369963268259),POINT (2759409.178 1254690.015),9.551494547887954,47.42369963268259
1716019,1004,1020,1110,3111,Oberegg,AI,POINT (9.551451289538324 47.42385963194854),POINT (2759405.436 1254707.71),9.551451289538324,47.42385963194854
1716020,1004,1020,1110,3111,Oberegg,AI,POINT (9.551369142214856 47.423989805138135),POINT (2759398.85 1254722.011),9.551369142214856,47.423989805138135
1716021,1004,1020,1110,3111,Oberegg,AI,POINT (9.551663556880888 47.424938574316684),POINT (2759418.216 1254828.059),9.551663556880888,47.424938574316684
1716022,1004,1020,1110,3111,Oberegg,AI,POINT (9.552701287245728 47.42513173468871),POINT (2759495.91 1254851.637),9.552701287245728,47.42513173468871
1716023,1004,1030,1110,3111,Oberegg,AI,POINT (9.552948447439269 47.42524434959887),POINT (2759514.215 1254864.656),9.552948447439269,47.42524434959887
1716024,1004,1020,1121,3111,Oberegg,AI,POINT (9.553209013471676 47.42537233811816),POINT (2759533.485 1254879.411),9.553209013471676,47.42537233811816
1716025,1004,1020,1110,3111,Oberegg,AI,POINT (9.552454514079754 47.42505554250711),POINT (2759477.525 1254842.667),9.552454514079754,47.42505554250711
1716026,1004,1020,1110,3111,Oberegg,AI,POINT (9.552599714311619 47.4253265682346),POINT (2759487.665 1254873.085),9.552599714311619,47.4253265682346
1716027,1004,1020,1110,3111,Oberegg,AI,POINT (9.552784585327489 47.425548228297046),POINT (2759500.945 1254898.097),9.552784585327489,47.425548228297046
1716028,1004,1020,1110,3111,Oberegg,AI,POINT (9.552987341918437 47.425678084658074),POINT (2759515.849 1254912.942),9.552987341918437,47.425678084658074
1716029,1004,1020,1110,3111,Oberegg,AI,POINT (9.55322810623888 47.425989360827224),POINT (2759533.076 1254948.028),9.55322810623888,47.425989360827224
1716030,1004,1020,1110,3111,Oberegg,AI,POINT (9.553894959808 47.42346968024795),POINT (2759590.927 1254669.338),9.553894959808,47.42346968024795
1716031,1004,1030,1110,3111,Oberegg,AI,POINT (9.553626420542805 47.42373537526285),POINT (2759569.875 1254698.322),9.553626420542805,47.42373537526285
1716032,1004,1030,1110,3111,Oberegg,AI,POINT (9.553941546753753 47.42445006270281),POINT (2759591.502 1254778.396),9.553941546753753,47.42445006270281
1716033,1004,1020,1110,3111,Oberegg,AI,POINT (9.554176760108628 47.42417707746263),POINT (2759610.062 1254748.534),9.554176760108628,47.42417707746263
1716034,1004,1020,1110,3111,Oberegg,AI,POINT (9.554271775757611 47.42431243091488),POINT (2759616.823 1254763.771),9.554271775757611,47.42431243091488
1716035,1004,1020,1110,3111,Oberegg,AI,POINT (9.554321013179974 47.42444846045994),POINT (2759620.129 1254778.99),9.554321013179974,47.42444846045994
1716036,1004,1020,1110,3111,Oberegg,AI,POINT (9.554368265755084 47.42455022834773),POINT (2759623.388 1254790.397),9.554368265755084,47.42455022834773
1716037,1004,1020,1110,3111,Oberegg,AI,POINT (9.554400159277584 47.42464148957497),POINT (2759625.52 1254800.605),9.554400159277584,47.42464148957497
1716038,1004,1020,1122,3111,Oberegg,AI,POINT (9.550202769535142 47.423285576564),POINT (2759312.98 1254641.371),9.550202769535142,47.423285576564
1716039,1004,1020,1122,3111,Oberegg,AI,POINT (9.550511522067799 47.423095785358086),POINT (2759336.837 1254620.904),9.550511522067799,47.423095785358086
1716041,1004,1030,1110,3111,Oberegg,AI,POINT (9.553044792982933 47.4241187168951),POINT (2759524.855 1254739.745),9.553044792982933,47.4241187168951
1716042,1004,1030,1110,3111,Oberegg,AI,POINT (9.55319079116017 47.42461970905675),POINT (2759534.366 1254795.724),9.55319079116017,47.42461970905675
1716043,1004,1030,1110,3111,Oberegg,AI,POINT (9.553237807891078 47.42485173654584),POINT (2759537.217 1254821.608),9.553237807891078,47.42485173654584
1716044,1004,1020,1110,3111,Oberegg,AI,POINT (9.55252976556909 47.424761454782356),POINT (2759484.082 1254810.134),9.55252976556909,47.424761454782356
1716045,1004,1060,1251,3111,Oberegg,AI,POINT (9.551125798711377 47.42273055614911),POINT (2759384.265 1254581.559),9.551125798711377,47.42273055614911
1716046,1004,1020,1110,3111,Oberegg,AI,POINT (9.552790088329996 47.424861376878745),POINT (2759503.418 1254821.769),9.552790088329996,47.424861376878745
1716047,1004,1020,1110,3111,Oberegg,AI,POINT (9.551404625756202 47.424120877783565),POINT (2759401.134 1254736.651),9.551404625756202,47.424120877783565
1716048,1004,1020,1121,3111,Oberegg,AI,POINT (9.55137616594942 47.42432271407949),POINT (2759398.383 1254759.026),9.55137616594942,47.42432271407949
1716049,1004,1020,1110,3111,Oberegg,AI,POINT (9.551607262402175 47.42443628226175),POINT (2759415.474 1254772.118),9.551607262402175,47.42443628226175
1716050,1004,1020,1110,3111,Oberegg,AI,POINT (9.551717909912718 47.424553114217154),POINT (2759423.47 1254785.328),9.551717909912718,47.424553114217154
1716051,1004,1020,1110,3111,Oberegg,AI,POINT (9.551625138574847 47.42473527962449),POINT (2759415.927 1254805.386),9.551625138574847,47.42473527962449
1716052,1004,1020,1110,3111,Oberegg,AI,POINT (9.552378041857597 47.425597322830484),POINT (2759470.134 1254902.727),9.552378041857597,47.425597322830484
1716053,1004,1020,1110,3111,Oberegg,AI,POINT (9.551952524258912 47.425043381927715),POINT (2759439.698 1254840.295),9.551952524258912,47.425043381927715
1716054,1004,1020,1110,3111,Oberegg,AI,POINT (9.552036001531155 47.42521279618303),POINT (2759445.487 1254859.294),9.552036001531155,47.42521279618303
1716055,1004,1020,1110,3111,Oberegg,AI,POINT (9.55216770884588 47.425427871650975),POINT (2759454.777 1254883.466),9.55216770884588,47.425427871650975
1716056,1004,1020,1110,3111,Oberegg,AI,POINT (9.551882580122896 47.425618809542016),POINT (2759432.699 1254904.108),9.551882580122896,47.425618809542016
1716057,1004,1020,1110,3111,Oberegg,AI,POINT (9.552595244902673 47.425852248862725),POINT (2759485.753 1254931.502),9.552595244902673,47.425852248862725
1716058,1004,1030,1110,3111,Oberegg,AI,POINT (9.552463761373788 47.42608818045016),POINT (2759475.129 1254957.457),9.552463761373788,47.42608818045016
1716059,1004,1020,1110,3111,Oberegg,AI,POINT (9.552222097087053 47.42602355485009),POINT (2759457.095 1254949.783),9.552222097087053,47.42602355485009
1716060,1004,1020,1110,3111,Oberegg,AI,POINT (9.551900757283454 47.4262128246485),POINT (2759432.291 1254970.166),9.551900757283454,47.4262128246485
1716061,1004,1020,1110,3111,Oberegg,AI,POINT (9.552710282361431 47.42722496793284),POINT (2759490.317 1255084.305),9.552710282361431,47.42722496793284
1716062,1004,1020,1110,3111,Oberegg,AI,POINT (9.552420218270207 47.42712526561486),POINT (2759468.738 1255072.634),9.552420218270207,47.42712526561486
1716063,1004,1020,1110,3111,Oberegg,AI,POINT (9.552085198553014 47.42705767753823),POINT (2759443.672 1255064.441),9.552085198553014,47.42705767753823
1716064,1004,1020,1110,3111,Oberegg,AI,POINT (9.551967481500299 47.42701538333065),POINT (2759434.92 1255059.501),9.551967481500299,47.42701538333065
1716065,1004,1020,1110,3111,Oberegg,AI,POINT (9.55129828963348 47.42629226499894),POINT (2759386.612 1254977.771),9.55129828963348,47.42629226499894
1716066,1004,1020,1110,3111,Oberegg,AI,POINT (9.551271484045891 47.42604116197569),POINT (2759385.342 1254949.808),9.551271484045891,47.42604116197569
1716067,1004,1020,1110,3111,Oberegg,AI,POINT (9.55163074902879 47.42590613837553),POINT (2759412.844 1254935.531),9.55163074902879,47.42590613837553
1716068,1004,1020,1110,3111,Oberegg,AI,POINT (9.551226866901555 47.42581862724444),POINT (2759382.643 1254924.984),9.551226866901555,47.42581862724444
1716069,1004,1020,1110,3111,Oberegg,AI,POINT (9.551571204778869 47.42564159808768),POINT (2759409.145 1254906.008),9.551571204778869,47.42564159808768
1716070,1004,1020,1110,3111,Oberegg,AI,POINT (9.55115934242207 47.425616188462016),POINT (2759378.156 1254902.347),9.55115934242207,47.425616188462016
1716071,1004,1020,1110,3111,Oberegg,AI,POINT (9.549747053666398 47.42392086582029),POINT (2759276.705 1254711.054),9.549747053666398,47.42392086582029
1716072,1004,1020,1110,3111,Oberegg,AI,POINT (9.55144307294064 47.42524001335088),POINT (2759400.683 1254861.114),9.55144307294064,47.42524001335088
1716073,1004,1030,1110,3111,Oberegg,AI,POINT (9.551127430023802 47.425359987247255),POINT (2759376.516 1254873.807),9.551127430023802,47.425359987247255
1716074,1004,1020,1110,3111,Oberegg,AI,POINT (9.551355444579617 47.42504947681478),POINT (2759394.644 1254839.759),9.551355444579617,47.42504947681478
1716075,1004,1020,1110,3111,Oberegg,AI,POINT (9.550935773519942 47.42497017109917),POINT (2759363.227 1254830.092),9.550935773519942,47.42497017109917
1716076,1004,1020,1110,3111,Oberegg,AI,POINT (9.551266658700547 47.42480003766437),POINT (2759388.694 1254811.855),9.551266658700547,47.42480003766437
1716077,1004,1020,1110,3111,Oberegg,AI,POINT (9.550853607983314 47.42474484953615),POINT (2759357.704 1254804.882),9.550853607983314,47.42474484953615
1716078,1004,1020,1121,3111,Oberegg,AI,POINT (9.551203216796194 47.424603561454056),POINT (2759384.497 1254789.889),9.551203216796194,47.424603561454056
1716079,1004,1020,1110,3111,Oberegg,AI,POINT (9.550733484476059 47.424574943611454),POINT (2759349.152 1254785.754),9.550733484476059,47.424574943611454
1716080,1004,1020,1121,3111,Oberegg,AI,POINT (9.551024522564783 47.4243969826056),POINT (2759371.637 1254766.566),9.551024522564783,47.4243969826056
1716081,1004,1030,1110,3111,Oberegg,AI,POINT (9.55045575073094 47.42446510515218),POINT (2759328.532 1254772.982),9.55045575073094,47.42446510515218
1716082,1004,1020,1110,3111,Oberegg,AI,POINT (9.550882321296342 47.42422664363714),POINT (2759361.421 1254747.345),9.550882321296342,47.42422664363714
1716083,1004,1020,1110,3111,Oberegg,AI,POINT (9.550317140174782 47.42425189946866),POINT (2759318.715 1254749.004),9.550317140174782,47.42425189946866
1716084,1004,1020,1110,3111,Oberegg,AI,POINT (9.550100083888333 47.424092797521574),POINT (2759302.819 1254730.88),9.550100083888333,47.424092797521574
1716085,1004,1020,1121,3111,Oberegg,AI,POINT (9.549815796502303 47.423323651907474),POINT (2759283.677 1254644.817),9.549815796502303,47.423323651907474
1716086,1007,1020,1110,3111,Oberegg,AI,POINT (9.550096667714904 47.423562555599396),POINT (2759304.148 1254671.94),9.550096667714904,47.423562555599396
1716087,1004,1030,1110,3111,Oberegg,AI,POINT (9.550358137529331 47.42375280455871),POINT (2759323.301 1254693.616),9.550358137529331,47.42375280455871
1716088,1004,1020,1110,3111,Oberegg,AI,POINT (9.550573754292168 47.42377908630902),POINT (2759339.486 1254696.975),9.550573754292168,47.42377908630902
1716089,1004,1020,1121,3111,Oberegg,AI,POINT (9.549776821180657 47.42360478465037),POINT (2759279.896 1254675.984),9.549776821180657,47.42360478465037
1716090,1004,1020,1110,3111,Oberegg,AI,POINT (9.549580163350852 47.42442251206639),POINT (2759262.616 1254766.47),9.549580163350852,47.42442251206639
1716091,1004,1020,1110,3111,Oberegg,AI,POINT (9.55004201949673 47.424403367542276),POINT (2759297.51 1254765.28),9.55004201949673,47.424403367542276
1716092,1004,1020,1110,3111,Oberegg,AI,POINT (9.54930000989197 47.42508333845699),POINT (2759239.508 1254839.348),9.54930000989197,47.42508333845699
1716093,1004,1020,1110,3111,Oberegg,AI,POINT (9.549166414248107 47.425913255823666),POINT (2759226.949 1254931.317),9.549166414248107,47.425913255823666
1716094,1004,1030,1110,3111,Oberegg,AI,POINT (9.54902398322804 47.426393409235224),POINT (2759214.77 1254984.394),9.54902398322804,47.426393409235224
1716095,1004,1020,1110,3111,Oberegg,AI,POINT (9.549248852498751 47.425604328747305),POINT (2759234.091 1254897.149),9.549248852498751,47.425604328747305
1716096,1004,1030,1110,3111,Oberegg,AI,POINT (9.549480117913784 47.425787654535206),POINT (2759250.986 1254917.994),9.549480117913784,47.425787654535206
1716097,1004,1020,1110,3111,Oberegg,AI,POINT (9.549965890158845 47.42584637765415),POINT (2759287.45 1254925.507),9.549965890158845,47.42584637765415
1716098,1004,1020,1110,3111,Oberegg,AI,POINT (9.550163610108225 47.42553196957108),POINT (2759303.304 1254890.964),9.550163610108225,47.42553196957108
1716099,1004,1020,1110,3111,Oberegg,AI,POINT (9.549895997640558 47.42579668455894),POINT (2759282.327 1254919.842),9.549895997640558,47.42579668455894
1716100,1004,1020,1110,3111,Oberegg,AI,POINT (9.550625761881173 47.425777960554754),POINT (2759337.426 1254919.243),9.550625761881173,47.425777960554754
1716101,1004,1020,1110,3111,Oberegg,AI,POINT (9.550887880902982 47.42602433104441),POINT (2759356.459 1254947.158),9.550887880902982,47.42602433104441
1716102,1004,1020,1110,3111,Oberegg,AI,POINT (9.550916669592887 47.42633179329482),POINT (2759357.71 1254981.389),9.550916669592887,47.42633179329482
1716103,1004,1020,1122,3111,Oberegg,AI,POINT (9.550241355963443 47.42593031042733),POINT (2759307.976 1254935.395),9.550241355963443,47.42593031042733
1716104,1004,1020,1110,3111,Oberegg,AI,POINT (9.549620498526473 47.42503801309222),POINT (2759263.817 1254834.961),9.549620498526473,47.42503801309222
1716105,1004,1020,1121,3111,Oberegg,AI,POINT (9.549427648966551 47.424826067120264),POINT (2759249.905 1254811.013),9.549427648966551,47.424826067120264
1716106,1004,1020,1110,3111,Oberegg,AI,POINT (9.549465637886362 47.42465705071768),POINT (2759253.276 1254792.305),9.549465637886362,47.42465705071768
1716107,1004,1020,1110,3111,Oberegg,AI,POINT (9.549926528477066 47.42507773306282),POINT (2759286.781 1254839.997),9.549926528477066,47.42507773306282
1716108,1004,1020,1121,3111,Oberegg,AI,POINT (9.54977962379898 47.4248770136925),POINT (2759276.301 1254817.39),9.54977962379898,47.4248770136925
1716109,1004,1020,1110,3111,Oberegg,AI,POINT (9.550032040496214 47.425091910595505),POINT (2759294.697 1254841.787),9.550032040496214,47.425091910595505
1716110,1004,1020,1110,3111,Oberegg,AI,POINT (9.550154692269984 47.42510835710132),POINT (2759303.899 1254843.864),9.550154692269984,47.42510835710132
1716111,1004,1020,1110,3111,Oberegg,AI,POINT (9.550062373036825 47.42473395443126),POINT (2759298.056 1254802.064),9.550062373036825,47.42473395443126
1716112,1004,1020,1110,3111,Oberegg,AI,POINT (9.550283033954896 47.42477032063332),POINT (2759314.591 1254806.554),9.550283033954896,47.42477032063332
1716113,1007,1020,1110,3111,Oberegg,AI,POINT (9.550546004361008 47.424884954994546),POINT (2759334.083 1254819.829),9.550546004361008,47.424884954994546
1716114,1004,1020,1110,3111,Oberegg,AI,POINT (9.550145895228153 47.42490901047247),POINT (2759303.832 1254821.69),9.550145895228153,47.42490901047247
1716115,1004,1020,1110,3111,Oberegg,AI,POINT (9.550476593780804 47.42507158701453),POINT (2759328.289 1254840.431),9.550476593780804,47.42507158701453
1716116,1004,1020,1110,3111,Oberegg,AI,POINT (9.550391740596744 47.42531878345139),POINT (2759321.149 1254867.733),9.550391740596744,47.42531878345139
1716117,1004,1020,1110,3111,Oberegg,AI,POINT (9.55067887144916 47.42513510955307),POINT (2759343.356 1254847.902),9.55067887144916,47.42513510955307
1716118,1004,1020,1110,3111,Oberegg,AI,POINT (9.55085225593402 47.42544839563783),POINT (2759355.496 1254883.074),9.55085225593402,47.42544839563783
1716119,1004,1020,1121,3111,Oberegg,AI,POINT (9.550894653808424 47.42520717532322),POINT (2759359.416 1254856.35),9.550894653808424,47.42520717532322
1716120,1004,1020,1110,3111,Oberegg,AI,POINT (9.549769947582687 47.42469891686663),POINT (2759276.104 1254797.576),9.549769947582687,47.42469891686663
1716121,1004,1020,1110,3111,Oberegg,AI,POINT (9.551958516440795 47.42584036646615),POINT (2759437.763 1254928.887),9.551958516440795,47.42584036646615
190001514,1004,1020,1110,3112,Schwende-Rüte,AI,POINT (9.431707393659506 47.32255510529342),POINT (2750659.302 1243211.65),9.431707393659506,47.32255510529342
190002361,1004,1060,1271,3104,Schlatt-Haslen,AI,POINT (9.40469107159596 47.358509293496496),POINT (2748517.361 1247156.286),9.40469107159596,47.358509293496496
190002721,1004,1020,1110,3101,Appenzell,AI,POINT (9.43103727326046 47.347557881469214),POINT (2750538.062 1245989.298),9.43103727326046,47.347557881469214
190002737,1004,1020,1110,3101,Appenzell,AI,POINT (9.412453206156423 47.33228608125218),POINT (2749176.944 1244256.404),9.412453206156423,47.33228608125218
190002746,1004,1020,1122,3101,Appenzell,AI,POINT (9.410203756118461 47.33404265084101),POINT (2749002.064 1244447.364),9.410203756118461,47.33404265084101
190002748,1004,1020,1122,3101,Appenzell,AI,POINT (9.40954053230127 47.33435855595394),POINT (2748951.069 1244481.216),9.40954053230127,47.33435855595394
