,EGID,officialBuildingNo,east,north,originOfCoordinates,buildingStatus,buildingCategory,buildingClass,dateOfConstruction,periodOfConstruction,surfaceAreaOfBuilding,numberOfFloors,heatGeneratorHeating,energySourceHeating,informationSourceHeating,revisionDateHeating,heatGeneratorHotWater,revisionDateWarmWater,createDate,updateDate,EGAID,EntranceNo,IsOfficialAddress,CoordinateEast,CoordinateNorth,EWID,YearOfConstruction,NumberOfRooms,Floor,SurfaceArea
0,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,1,1999,2,3101,136
1,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,2,1999,2,3100,78
2,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,3,1999,3,3101,123
3,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,4,1999,7,3102,408
4,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,6,1999,3,3101,123
5,140609,1061,2683830.021,1246875.033,901,1004,1030,1122,1899-01,8011,341,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118406,2,1,2683824.953,1246871.042,5,1999,3,3103,123
6,140610,AA01062,2683817.637,1246892.76,901,1004,1040,1220,1899-01,8011,195,5,7430,7520,859,2020-10-19,7630,2020-10-19,2001-11-29,2023-07-10,100118407,4,1,2683816.97,1246892.656,1,1999,2,3103,144
7,140610,AA01062,2683817.637,1246892.76,901,1004,1040,1220,1899-01,8011,195,5,7430,7520,859,2020-10-19,7630,2020-10-19,2001-11-29,2023-07-10,100118407,4,1,2683816.97,1246892.656,2,1999,5,3101,128
8,140610,AA01062,2683817.637,1246892.76,901,1004,1040,1220,1899-01,8011,195,5,7430,7520,859,2020-10-19,7630,2020-10-19,2001-11-29,2023-07-10,100118407,4,1,2683816.97,1246892.656,3,1999,5,3102,128
9,140610,AA01062,2683817.637,1246892.76,901,1004,1040,1220,1899-01,8011,195,5,7430,7520,859,2020-10-19,7630,2020-10-19,2001-11-29,2023-07-10,100118407,4,1,2683816.97,1246892.656,4,1999,5,3100,128
10,140611,AA01063,2683811.721,1246906.839,901,1004,1060,1220,1899-01,8011,185,5,7430,7530,859,2018-01-03,7630,2018-01-03,2001-11-29,2022-08-19,,,,,,,,,,
11,140612,1075,2683804.72,1246919.885,901,1004,1040,1220,1902-01,8011,208,5,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100118409,8,1,2683803.534,1246918.359,1,1999,1,3103,27
12,140613,1219,2683795.076,1246928.75,901,1004,1030,1122,1998-01,8019,313,5,7430,7520,859,2020-09-02,7630,2020-09-02,2001-11-29,2022-03-30,101515198,10,1,2683793.603,1246927.316,1,1999,2,3102,59
13,140613,1219,2683795.076,1246928.75,901,1004,1030,1122,1998-01,8019,313,5,7430,7520,859,2020-09-02,7630,2020-09-02,2001-11-29,2022-03-30,101515198,10,1,2683793.603,1246927.316,2,1999,2,3102,62
14,140613,1219,2683795.076,1246928.75,901,1004,1030,1122,1998-01,8019,313,5,7430,7520,859,2020-09-02,7630,2020-09-02,2001-11-29,2022-03-30,101515198,10,1,2683793.603,1246927.316,3,1999,3,3102,127
15,140613,1219,2683795.076,1246928.75,901,1004,1030,1122,1998-01,8019,313,5,7430,7520,859,2020-09-02,7630,2020-09-02,2001-11-29,2022-03-30,101515198,10,1,2683793.603,1246927.316,4,1999,4,3103,131
16,140613,1219,2683795.076,1246928.75,901,1004,1030,1122,1998-01,8019,313,5,7430,7520,859,2020-09-02,7630,2020-09-02,2001-11-29,2022-03-30,101515198,10,1,2683793.603,1246927.316,5,1999,5,3103,132
17,140618,2,2683760.206,1246809.791,901,1004,1040,1262,1600-01,8011,324,7,7460,7580,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-15,100118413,12,1,2683759.332,1246808.342,1,1999,3,3103,96
18,140618,2,2683760.206,1246809.791,901,1004,1040,1262,1600-01,8011,324,7,7460,7580,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-15,100118413,12,1,2683759.332,1246808.342,2,1999,2,3103,77
19,140618,2,2683760.206,1246809.791,901,1004,1040,1262,1600-01,8011,324,7,7460,7580,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-15,100118413,12,1,2683759.332,1246808.342,3,1999,4,3103,117
20,140621,70,2683723.879,1246884.789,901,1004,1020,1110,1780-01,8011,110,4,7430,7520,859,2018-04-06,7630,2018-04-06,2001-11-29,2021-11-25,100118414,36,1,2683724.476,1246884.867,1,1999,6,3100,130
21,140622,11,2683704.709,1246888.56,901,1004,1030,1122,1700-01,8011,199,5,7430,7520,859,2018-11-07,7630,2018-11-07,2001-11-29,2021-11-09,100118415,38,1,2683703.446,1246887.204,1,1999,4,3103,159
22,140622,11,2683704.709,1246888.56,901,1004,1030,1122,1700-01,8011,199,5,7430,7520,859,2018-11-07,7630,2018-11-07,2001-11-29,2021-11-09,100118415,38,1,2683703.446,1246887.204,3,1999,4,3102,150
23,140622,11,2683704.709,1246888.56,901,1004,1030,1122,1700-01,8011,199,5,7430,7520,859,2018-11-07,7630,2018-11-07,2001-11-29,2021-11-09,100118415,38,1,2683703.446,1246887.204,2,1999,4,3101,146
24,140627,AA01012,2683754.39,1246638.283,901,1004,1060,1220,1893-01,8011,1759,8,7460,7580,859,2021-07-23,7630,2021-07-23,2001-11-29,2024-01-28,100118420,11,1,2683763.227,1246618.099,1,1999,3,3104,76
25,140627,AA01012,2683754.39,1246638.283,901,1004,1060,1220,1893-01,8011,1759,8,7460,7580,859,2021-07-23,7630,2021-07-23,2001-11-29,2024-01-28,101725511,13,1,2683771.595,1246627.838,3,1999,4,3104,117
26,140628,AA00793,2683834.639,1246719.109,901,1004,1060,1220,1866-01,8011,170,7,7430,7520,859,2021-01-29,7630,2021-01-29,2001-11-29,2024-04-27,,,,,,,,,,
27,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,3,1999,3,3103,76
28,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,6,1999,1,3104,29
29,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,7,1999,3,3104,76
30,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,14,1999,1,3105,20
31,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,15,1999,1,3105,20
32,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,16,1999,2,3104,56
33,140629,AA00794,2683842.959,1246731.582,901,1004,1030,1122,1866-01,8011,227,7,7430,7520,859,2019-12-21,7630,2019-12-21,2001-11-29,2022-12-19,100118422,27,1,2683843.841,1246730.064,17,1999,1,3105,20
34,140630,889,2683792.992,1246694.652,901,1004,1040,1220,1864-01,8011,514,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100118423,16,1,2683787.761,1246701.635,1,1999,4,3105,165
35,140631,AA00880,2683812.13,1246720.9,904,1004,1060,1220,1863-01,8011,219,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2023-02-23,,,,,,,,,,
36,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,4,1999,1,3105,10
37,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,5,1999,1,3105,10
38,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,6,1999,1,3105,10
39,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,2,1999,1,3105,10
40,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,8,1999,1,3102,10
41,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,9,1999,1,3102,10
42,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,10,1999,1,3102,10
43,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,11,1999,1,3102,10
44,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,12,1999,1,3103,10
45,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,13,1999,1,3103,10
46,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,14,1999,1,3103,10
47,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,15,1999,1,3103,10
48,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,16,1999,1,3103,10
49,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,17,1999,1,3104,10
50,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,18,1999,1,3104,10
51,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,19,1999,1,3104,10
52,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,20,1999,1,3104,10
53,140632,14,2683829.702,1246738.974,901,1004,1060,1220,1874-01,8011,183,7,7430,7520,859,2020-03-29,7630,2020-03-29,2001-11-29,2021-11-08,100118425,24,1,2683828.848,1246738.437,21,1999,1,3104,10
54,140633,1065,2683700.542,1246761.227,901,1004,1040,1220,1899-01,8011,308,9,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-10,100118426,10,1,2683700.593,1246761.293,1,1999,3,3105,174
55,140634,1135,2683698.698,1246854.729,901,1004,1060,1220,1933-01,8012,303,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-10,,,,,,,,,,
56,140635,1134,2683682.524,1246848.371,901,1004,1040,1220,1933-01,8012,256,6,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118428,8,1,2683682.611,1246848.454,1,1999,3,3103,63
57,140635,1134,2683682.524,1246848.371,901,1004,1040,1220,1933-01,8012,256,6,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-09,100118428,8,1,2683682.611,1246848.454,3,1999,3,3103,81
58,140636,1017,2683658.464,1246811.428,901,1004,1060,1220,1892-01,8011,240,8,7430,7520,859,2021-07-20,7630,2021-07-20,2001-11-29,2021-11-09,,,,,,,,,,
59,140637,AA00889,2683794.364,1246663.017,901,1004,1060,1220,1960-01,8013,454,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2023-07-10,,,,,,,,,,
60,156109,250,2683935.725,1246779.512,901,1004,1020,1121,1982-01,8016,109,2,7430,7520,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-10,100145390,12a,1,2683935.75,1246778.939,1,1999,2,3101,90
61,156109,250,2683935.725,1246779.512,901,1004,1020,1121,1982-01,8016,109,2,7430,7520,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-10,100145390,12a,1,2683935.75,1246778.939,2,1999,2,3101,90
62,156110,250,2683946.43,1246782.812,901,1004,1020,1121,1982-01,8016,109,2,7430,7520,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-09,100145391,12b,1,2683947.434,1246782.249,2,1999,2,3101,90
63,156110,250,2683946.43,1246782.812,901,1004,1020,1121,1982-01,8016,109,2,7430,7520,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-09,100145391,12b,1,2683947.434,1246782.249,1,1999,2,3101,90
64,156111,250,2683957.884,1246787.454,901,1004,1020,1121,1982-01,8016,117,2,7430,7530,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-08,100145392,12c,1,2683956.975,1246786.144,2,1999,2,3101,90
65,156111,250,2683957.884,1246787.454,901,1004,1020,1121,1982-01,8016,117,2,7430,7530,859,2016-11-18,7630,2016-11-18,2001-11-29,2021-11-08,100145392,12c,1,2683956.975,1246786.144,1,1999,2,3101,92
66,156112,265,2683956.483,1246808.341,901,1004,1040,1220,1853-01,8011,528,4,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100145393,14,1,2683949.77,1246811.652,1,1999,2,3101,105
67,156116,1258,2683873.571,1246747.954,905,1007,1030,1122,1842-01,8011,311,5,7430,7520,859,2020-09-25,7630,2020-09-25,2001-11-29,2022-11-03,100145396,1,0,2683876.282,1246746.903,4,1999,3,3103,97
68,156116,1258,2683873.571,1246747.954,905,1007,1030,1122,1842-01,8011,311,5,7430,7520,859,2020-09-25,7630,2020-09-25,2001-11-29,2022-11-03,100145396,1,0,2683876.282,1246746.903,5,1999,3,3103,76
69,156116,1258,2683873.571,1246747.954,905,1007,1030,1122,1842-01,8011,311,5,7430,7520,859,2020-09-25,7630,2020-09-25,2001-11-29,2022-11-03,100145396,1,0,2683876.282,1246746.903,6,1999,1,3101,116
70,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,1,1999,1,3102,43
71,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,2,1999,1,3104,52
72,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,3,1999,1,3105,43
73,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,4,1999,1,3101,43
74,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,6,1999,4,3103,153
75,159221,RI00187,2683834.373,1246660.466,901,1004,1040,1220,1856-01,8011,451,7,7430,7520,859,2020-07-02,7630,2020-07-02,2001-11-29,2022-12-19,100201187,26,1,2683828.848,1246664.833,5,1999,1,3102,52
76,159222,38437,2683894.0,1246678.0,909,1007,1030,1121,1780-12,8011,245,4,7430,7599,860,2001-11-29,7630,2001-11-29,2001-11-29,2015-04-09,100201188,8,0,2683898.0,1246681.0,1,1999,4,3101,175
77,159222,38437,2683894.0,1246678.0,909,1007,1030,1121,1780-12,8011,245,4,7430,7599,860,2001-11-29,7630,2001-11-29,2001-11-29,2015-04-09,100201188,8,0,2683898.0,1246681.0,2,1999,3,3102,80
78,159224,1495,2683912.363,1246656.183,901,1004,1030,1122,1896-01,8011,175,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100201190,12,1,2683913.341,1246655.105,1,1999,6,3103,130
79,159224,1495,2683912.363,1246656.183,901,1004,1030,1122,1896-01,8011,175,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100201190,12,1,2683913.341,1246655.105,2,1999,6,3102,130
80,159224,1495,2683912.363,1246656.183,901,1004,1030,1122,1896-01,8011,175,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100201190,12,1,2683913.341,1246655.105,3,1999,6,3101,130
81,159224,1495,2683912.363,1246656.183,901,1004,1030,1122,1896-01,8011,175,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2021-11-08,100201190,12,1,2683913.341,1246655.105,7,1999,5,3104,130
82,159225,1496,2683920.095,1246645.378,901,1004,1040,1220,1896-01,8011,142,7,7430,7520,859,2021-04-15,7630,2021-04-15,2001-11-29,2021-11-10,100201191,14,1,2683920.367,1246644.776,3,1999,4,3104,98
83,159225,1496,2683920.095,1246645.378,901,1004,1040,1220,1896-01,8011,142,7,7430,7520,859,2021-04-15,7630,2021-04-15,2001-11-29,2021-11-10,100201191,14,1,2683920.367,1246644.776,2,1999,4,3103,98
84,159227,RI00153,2683855.766,1246641.222,901,1004,1030,1122,1863-01,8011,168,5,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2024-03-04,100201193,7,1,2683855.762,1246640.144,1,1999,4,3100,109
85,159227,RI00153,2683855.766,1246641.222,901,1004,1030,1122,1863-01,8011,168,5,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2024-03-04,100201193,7,1,2683855.762,1246640.144,2,1999,4,3101,109
86,159227,RI00153,2683855.766,1246641.222,901,1004,1030,1122,1863-01,8011,168,5,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2024-03-04,100201193,7,1,2683855.762,1246640.144,3,1999,4,3102,109
87,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,2,1999,1,3100,44
88,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,3,1999,2,3101,54
89,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,4,1999,3,3101,68
90,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,5,1999,2,3102,54
91,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,6,1999,3,3102,68
92,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,7,1999,2,3103,54
93,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,8,1999,3,3103,68
94,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,9,1999,2,3104,54
95,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,10,1999,3,3104,68
96,159228,2577,2683890.897,1246632.663,901,1004,1020,1122,1937-01,8012,157,7,7460,7580,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-25,100201194,15,1,2683891.549,1246632.509,1,1999,1,3100,42
97,159231,RI00357,2683820.383,1246622.492,901,1004,1040,1220,1840-01,8011,413,6,7430,7520,859,2022-08-31,7630,2022-08-31,2001-11-29,2024-02-19,100201197,5,1,2683818.917,1246620.047,1,1999,4,3104,101
98,2368211,1259,2683916.808,1246783.004,901,1004,1020,1121,1908-01,8011,240,5,7430,7520,859,2021-04-15,7630,2021-04-15,2001-11-29,2021-11-09,101154591,10,1,2683916.862,1246783.418,2,1999,5,3101,150
99,2368211,1259,2683916.808,1246783.004,901,1004,1020,1121,1908-01,8011,240,5,7430,7520,859,2021-04-15,7630,2021-04-15,2001-11-29,2021-11-09,101154591,10,1,2683916.862,1246783.418,3,1999,5,3102,150
100,2369175,61,2683942.486,1246690.477,901,1004,1040,1220,1956-01,8013,276,6,7430,7520,859,2021-04-03,7630,2021-04-03,2001-11-29,2021-11-08,101067987,8,1,2683943.345,1246691.704,2,2019,3,3104,82
101,2369175,61,2683942.486,1246690.477,901,1004,1040,1220,1956-01,8013,276,6,7430,7520,859,2021-04-03,7630,2021-04-03,2001-11-29,2021-11-08,101067987,8,1,2683943.345,1246691.704,1,2019,2,3104,85
102,2369241,278,2683812.142,1246641.705,901,1004,1060,1220,1838-01,8011,279,7,7430,7520,859,2018-11-24,7630,2018-11-24,2001-11-29,2022-03-31,,,,,,,,,,
103,2369269,361,2683834.747,1246629.748,901,1004,1040,1220,1840-01,8011,257,6,7430,7530,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-10,101083520,5a,1,2683835.116,1246629.224,1,2016,3,3104,80
104,2369269,361,2683834.747,1246629.748,901,1004,1040,1220,1840-01,8011,257,6,7430,7530,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-10,101083520,5a,1,2683835.116,1246629.224,2,2016,3,3103,75
105,2369269,361,2683834.747,1246629.748,901,1004,1040,1220,1840-01,8011,257,6,7430,7530,859,2018-07-25,7630,2018-07-25,2001-11-29,2021-11-10,101083520,5a,1,2683835.116,1246629.224,3,2016,4,3103,93
106,2369430,1058,2683843.22,1246684.843,901,1004,1060,1220,1885-01,8011,339,6,7430,7520,859,2020-08-05,7630,2020-08-05,2001-11-29,2022-03-30,,,,,,,,,,
107,2369496,RI01454,2683925.745,1246690.546,901,1004,1060,1220,1973-01,8015,362,6,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2022-12-16,,,,,,,,,,
108,2369502,1493,2683881.524,1246694.574,901,1004,1060,1220,1973-01,8015,485,10,7430,7530,859,2021-08-26,7630,2021-08-26,2001-11-29,2022-03-30,,,,,,,,,,
109,2369608,RI02152,2683862.211,1246708.906,901,1004,1040,1220,1929-01,8012,598,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2023-07-10,101087948,2,1,2683870.714,1246714.876,1,1999,1,3104,10
110,2372278,AA00003,2683718.424,1246823.019,901,1004,1060,1220,1941-01,8012,908,7,7430,7520,859,2021-08-26,7630,2021-08-26,2001-11-29,2022-08-31,,,,,,,,,,
111,2372351,AA00243,2683776.918,1246829.924,901,1004,1060,1220,1983-01,8016,304,9,7430,7520,859,2021-02-23,7630,2021-02-23,2001-11-29,2023-11-20,,,,,,,,,,
112,2372354,AA00253,2683751.782,1246845.624,901,1004,1060,1220,1983-01,8016,651,9,7430,7530,859,2020-12-16,7630,2020-12-16,2001-11-29,2022-12-16,,,,,,,,,,
113,2372434,AA00557,2683827.813,1246707.465,901,1004,1060,1220,1956-01,8013,203,6,7430,7520,859,2019-10-21,7630,2019-10-21,2001-11-29,2024-04-03,,,,,,,,,,
114,2372501,741,2683728.469,1246746.893,901,1004,1060,1220,1838-01,8011,847,7,7430,7520,859,2021-08-27,7630,2021-08-27,2001-11-29,2022-03-17,,,,,,,,,,
115,2372531,AA00878,2683776.571,1246692.744,901,1004,1060,1220,1863-01,8011,154,7,7430,7520,859,2018-10-30,7630,2018-10-30,2001-11-29,2023-07-10,,,,,,,,,,
116,2372532,AA00879,2683819.704,1246730.338,901,1004,1060,1264,1863-01,8011,182,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2024-04-03,,,,,,,,,,
117,2372537,AA00892,2683783.377,1246674.969,901,1004,1060,1220,1865-01,8011,319,7,7430,7520,859,2018-01-03,7630,2018-01-03,2001-11-29,2024-01-29,,,,,,,,,,
118,2372568,AA01031,2683827.581,1246784.153,901,1004,1060,1241,1893-01,8011,630,5,7430,7520,859,2020-06-21,7630,2020-06-21,2001-11-29,2023-08-07,,,,,,,,,,
119,2372575,1069,2683685.3,1246789.484,901,1004,1060,1220,1972-01,8015,1139,8,7460,7580,859,2018-01-03,7630,2018-01-03,2001-11-29,2022-03-30,,,,,,,,,,
120,302008068,HO00265,2683977.341,1246807.134,901,1004,1060,1274,1901-01,8011,39,1,7400,7500,859,2016-11-18,7600,2016-11-18,2010-02-19,2023-07-14,,,,,,,,,,
121,302008336,HO01015,2683963.442,1246757.821,901,1004,1080,1274,1900-01,8011,14,1,7400,7500,859,2018-11-25,7600,2018-11-25,2014-08-14,2023-07-24,,,,,,,,,,
122,302008401,1258,2683889.461,1246741.444,905,1007,1060,1220,1842-01,8011,156,1,7430,7530,859,2020-09-25,7630,2020-09-25,2010-02-19,2022-11-03,,,,,,,,,,
123,302008716,n.n.,2683938.024,1246747.356,901,1004,1080,1241,1996-01,8019,893,1,7430,7530,859,2021-04-03,7630,2021-04-03,2014-08-14,2024-02-01,,,,,,,,,,
