,EGID,officialBuildingNo,east,north,originOfCoordinates,buildingStatus,buildingCategory,buildingClass,dateOfConstruction,periodOfConstruction,surfaceAreaOfBuilding,numberOfFloors,heatGeneratorHeating,energySourceHeating,informationSourceHeating,revisionDateHeating,heatGeneratorHotWater,revisionDateWarmWater,createDate,updateDate,EGAID,EntranceNo,IsOfficialAddress,CoordinateEast,CoordinateNorth,EWID,YearOfConstruction,NumberOfRooms,Floor,SurfaceArea
4783,68038,130,2687680.574,1239146.52,901,1004,1020,1110,1500-01,8011,55,2,7430,7520,859,2018-09-07,7630,2018-09-07,2001-11-29,2022-07-08,100065551,136,0,2687683.145,1239149.61,1,1999,3,3100,92
4784,68039,420,2687692.594,1239209.081,901,1004,1030,1121,1906,8011,162,3,7430,7520,860,2001-11-29,7620,2001-11-29,2001-11-29,2021-04-08,100065552,137,1,2687692.152,1239201.025,1,1999,5,3101,266
4785,68039,420,2687692.594,1239209.081,901,1004,1030,1121,1906,8011,162,3,7430,7520,860,2001-11-29,7620,2001-11-29,2001-11-29,2021-04-08,100065552,137,1,2687692.152,1239201.025,2,1999,4,3102,260
4786,68040,129,2687683.82,1239139.209,901,1004,1020,1110,1650,8011,66,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065553,138,1,2687686.882,1239141.114,1,1999,6,3100,160
4787,68041,526,2687713.036,1239193.545,901,1004,1030,1122,1951,8013,220,3,7430,7530,860,2001-11-29,7650,2001-11-29,2001-11-29,2022-07-14,100065554,139,1,2687718.431,1239198.691,1,1999,1,3101,28
4788,68041,526,2687713.036,1239193.545,901,1004,1030,1122,1951,8013,220,3,7430,7530,860,2001-11-29,7650,2001-11-29,2001-11-29,2022-07-14,100065554,139,1,2687718.431,1239198.691,2,1999,4,3101,112
4789,68041,526,2687713.036,1239193.545,901,1004,1030,1122,1951,8013,220,3,7430,7530,860,2001-11-29,7650,2001-11-29,2001-11-29,2022-07-14,100065554,139,1,2687718.431,1239198.691,3,1999,2,3102,56
4790,68041,526,2687713.036,1239193.545,901,1004,1030,1122,1951,8013,220,3,7430,7530,860,2001-11-29,7650,2001-11-29,2001-11-29,2022-07-14,100065554,139,1,2687718.431,1239198.691,4,1999,3,3102,84
4791,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,1,1999,3,3101,80
4792,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,2,1999,1,3101,25
4793,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,3,1999,1,3101,25
4794,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,4,1999,1,3101,25
4795,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,5,1999,3,3102,80
4796,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,6,1999,3,3102,80
4797,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,8,1999,1,3102,25
4798,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,9,1999,1,3102,25
4799,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,10,1999,1,3102,25
4800,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,11,1999,3,3103,80
4801,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,12,1999,1,3103,22
4802,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,13,1999,1,3103,22
4803,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,14,1999,1,3103,22
4804,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,15,1999,3,3103,80
4805,68042,1117,2687727.068,1239164.725,901,1004,1030,1122,1968,8014,449,4,7431,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100065555,141,1,2687732.583,1239166.483,16,1999,3,3102,
4806,9049212,1373,2687886.54,1239135.507,901,1004,1020,1121,1995,8018,85,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,101238231,38,1,2687889.452,1239139.471,3,1999,3,3102,80
4807,9049212,1373,2687886.54,1239135.507,901,1004,1020,1121,1995,8018,85,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,101238231,38,1,2687889.452,1239139.471,4,1999,4,3101,92
4808,9071509,733,2687593.025,1239162.182,901,1004,1060,1261,1932-01,8012,44,1,7400,7500,859,2018-02-07,7600,2001-11-29,2001-11-29,2021-04-08,,,,,,,,,,
4809,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,1,,3,3101,87
4810,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,2,,2,3101,57
4811,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,3,,3,3101,82
4812,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,4,,3,3101,77
4813,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,5,,2,3102,57
4814,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,6,,3,3102,92
4815,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,7,,3,3102,83
4816,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,8,,3,3102,77
4817,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,9,,3,3103,92
4818,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,10,,2,3103,57
4819,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,11,,3,3103,83
4820,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,12,,3,3103,77
4821,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,13,,3,3104,98
4822,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,14,,4,3104,69
4823,191997392,,2687043.0,1240174.0,905,1001,1020,1122,,,,6,7410,7598,869,2022-10-13,7610,2022-10-13,2022-10-13,2022-11-18,103355041,,,,,15,,4,3104,78
4824,191997815,,2687043.0,1240174.0,905,1001,1020,1122,,,,,7410,7598,869,2022-10-19,7610,2022-10-19,2022-10-19,2022-11-18,103358940,,,,,1,,3,3101,90
4825,191997815,,2687043.0,1240174.0,905,1001,1020,1122,,,,,7410,7598,869,2022-10-19,7610,2022-10-19,2022-10-19,2022-11-18,103358940,,,,,2,,2,3101,62
4826,191997815,,2687043.0,1240174.0,905,1001,1020,1122,,,,,7410,7598,869,2022-10-19,7610,2022-10-19,2022-10-19,2022-11-18,103358940,,,,,3,,2,3101,54
4827,201037962,1759,2687224.798,1240152.457,901,1004,1020,1122,2010-01,8021,427,4,7430,7530,869,2010-08-30,7630,2010-08-30,2010-08-30,2022-08-26,101766430,13,1,2687230.767,1240154.812,1,2010,5,3101,171
4828,201037962,1759,2687224.798,1240152.457,901,1004,1020,1122,2010-01,8021,427,4,7430,7530,869,2010-08-30,7630,2010-08-30,2010-08-30,2022-08-26,101766430,13,1,2687230.767,1240154.812,2,2010,4,3101,163
4829,201037962,1759,2687224.798,1240152.457,901,1004,1020,1122,2010-01,8021,427,4,7430,7530,869,2010-08-30,7630,2010-08-30,2010-08-30,2022-08-26,101766430,13,1,2687230.767,1240154.812,3,2010,5,3101,171
4830,201037962,1759,2687224.798,1240152.457,901,1004,1020,1122,2010-01,8021,427,4,7430,7530,869,2010-08-30,7630,2010-08-30,2010-08-30,2022-08-26,101766430,13,1,2687230.767,1240154.812,5,2010,4,3102,163
4831,210111221,289,2687041.578,1240175.362,909,1007,1060,,1880,8011,,,,,,,,,2010-04-01,2019-11-05,,,,,,,,,,
4832,210111223,296,2687066.977,1240091.375,909,1007,1060,,1880,8011,,,,,,,,,2010-04-01,2019-11-05,,,,,,,,,,
4833,210111224,297,2687066.977,1240091.375,909,1007,1060,,1850,8011,,,,,,,,,2010-04-01,2019-11-05,,,,,,,,,,
4834,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,11,2011,3,3104,128
4835,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,10,2011,3,3104,122
4836,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,1,2011,2,3101,69
4837,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,9,2011,3,3103,102
4838,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,5,2011,3,3102,102
4839,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,7,2011,2,3103,69
4840,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,3,2011,3,3101,102
4841,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,2,2011,3,3101,102
4842,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,6,2011,3,3102,102
4843,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,8,2011,3,3103,102
4844,210185106,1762,2687062.157,1240092.386,901,1004,1030,1122,2011-01,8022,392,5,7421,7570,859,2015-12-14,7660,2011-03-30,2011-03-30,2021-04-08,101795694,39,1,2687066.977,1240091.375,4,2011,2,3102,69
4845,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,2,2011,3,3100,94
4846,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,6,2011,3,3102,94
4847,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,4,2011,3,3101,94
4848,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,7,2011,3,3103,147
4849,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,3,2011,2,3101,74
4850,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,5,2011,2,3102,74
4851,210185107,1763,2687097.07,1240066.113,901,1004,1020,1122,2011-01,8022,221,4,7421,7570,859,2015-12-14,7630,2011-03-30,2011-03-30,2021-04-08,101795695,3,1,2687098.433,1240063.278,1,2011,2,3100,74
4852,210185114,1771,2687208.273,1240192.848,901,1004,1020,1122,2013-04,8022,391,3,7410,7598,869,2011-03-30,7650,2011-03-30,2011-03-30,2021-04-08,101786516,2,1,2687208.327,1240195.915,1,2013,5,3102,158
4853,210185114,1771,2687208.273,1240192.848,901,1004,1020,1122,2013-04,8022,391,3,7410,7598,869,2011-03-30,7650,2011-03-30,2011-03-30,2021-04-08,101786516,2,1,2687208.327,1240195.915,3,2013,4,3101,154
4854,210185114,1771,2687208.273,1240192.848,901,1004,1020,1122,2013-04,8022,391,3,7410,7598,869,2011-03-30,7650,2011-03-30,2011-03-30,2021-04-08,101786516,2,1,2687208.327,1240195.915,2,2013,5,3101,162
4855,210185114,1771,2687208.273,1240192.848,901,1004,1020,1122,2013-04,8022,391,3,7410,7598,869,2011-03-30,7650,2011-03-30,2011-03-30,2021-04-08,101786516,2,1,2687208.327,1240195.915,4,2013,4,3100,153
4856,210185119,1783,2687118.729,1239931.137,901,1004,1030,1122,2012-01,8022,185,6,7410,7598,869,2011-03-30,7610,2011-03-30,2011-03-30,2021-04-08,101786521,53,1,2687115.656,1239929.145,1,2012,3,3101,127
4857,210185119,1783,2687118.729,1239931.137,901,1004,1030,1122,2012-01,8022,185,6,7410,7598,869,2011-03-30,7610,2011-03-30,2011-03-30,2021-04-08,101786521,53,1,2687115.656,1239929.145,3,2012,3,3103,127
4858,210185119,1783,2687118.729,1239931.137,901,1004,1030,1122,2012-01,8022,185,6,7410,7598,869,2011-03-30,7610,2011-03-30,2011-03-30,2021-04-08,101786521,53,1,2687115.656,1239929.145,2,2012,3,3102,127
4859,210185119,1783,2687118.729,1239931.137,901,1004,1030,1122,2012-01,8022,185,6,7410,7598,869,2011-03-30,7610,2011-03-30,2011-03-30,2021-04-08,101786521,53,1,2687115.656,1239929.145,4,2012,2,3104,87
4860,210185261,1737,2687253.665,1240217.804,901,1004,1060,1274,2010,8021,27,1,7400,7500,869,2011-03-30,7600,2011-03-30,2011-03-30,2021-04-08,,,,,,,,,,
4861,210191080,1822,2687236.494,1240121.014,901,1004,1020,1122,2014-03,8022,258,3,,7599,869,2011-12-22,7699,2011-12-22,2011-12-22,2021-04-08,101830641,15,1,2687241.935,1240125.957,3,2014,4,3100,123
4862,210191080,1822,2687236.494,1240121.014,901,1004,1020,1122,2014-03,8022,258,3,,7599,869,2011-12-22,7699,2011-12-22,2011-12-22,2021-04-08,101830641,15,1,2687241.935,1240125.957,1,2014,3,3102,101
4863,210191080,1822,2687236.494,1240121.014,901,1004,1020,1122,2014-03,8022,258,3,,7599,869,2011-12-22,7699,2011-12-22,2011-12-22,2021-04-08,101830641,15,1,2687241.935,1240125.957,2,2014,5,3100,155
4864,210192417,1666,2687166.992,1240087.277,901,1004,1060,1274,2003,8020,6,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4865,210192418,365,2687197.704,1240075.295,901,1004,1080,1242,1967,8014,14,,,,,,,,2012-02-24,2023-01-24,,,,,,,,,,
4866,210192419,1410,2687064.22,1240196.734,901,1004,1080,1242,1995,8018,1430,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4867,210192420,293,2687067.282,1240155.874,901,1004,1060,1271,1830,8011,56,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4868,210192436,1649,2687168.593,1240169.338,901,1004,1060,1230,1927,8012,203,,,,,,,,2012-02-24,2023-01-24,,,,,,,,,,
4869,210192437,568,2687162.775,1240180.97,901,1004,1060,1264,1927,8012,185,3,7430,7520,859,2021-07-21,7630,2021-07-21,2012-02-24,2022-07-14,,,,,,,,,,
4870,210192438,1245,2687178.446,1240202.507,901,1004,1060,1274,1971,8015,19,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4871,210192439,1290,2687195.904,1240163.282,901,1004,1080,1274,1968,8014,172,,,,,,,,2012-02-24,2023-01-24,,,,,,,,,,
4872,210192659,637,2687283.754,1240156.147,901,1004,1080,1242,1928,8012,41,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4873,210192660,1705,2687290.314,1240149.07,901,1004,1080,1242,2006,8021,64,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4874,210192661,723,2687247.548,1240179.922,901,1004,1060,1242,1932,8012,29,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4875,210192684,374,2687008.281,1240100.027,901,1004,1060,1242,1963,8014,40,,,,,,,,2012-02-24,2022-07-14,,,,,,,,,,
4876,210192685,1712,2687029.624,1240063.606,901,1004,1080,1274,2006,8021,13,,,,,,,,2012-02-24,2023-01-24,,,,,,,,,,
4877,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,1,2014,3,3100,80
4878,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,2,2014,4,3102,135
4879,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,3,2014,4,3401,80
4880,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,4,2014,3,3101,80
4881,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,5,2014,2,3101,70
4882,210196663,1834,2687255.077,1240097.85,901,1004,1020,1122,2014-09,8022,254,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101850611,17,1,2687256.558,1240093.659,6,2014,3,3100,80
4883,210196664,1835,2687271.672,1240081.89,901,1004,1020,1122,2014-09,8022,159,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101849114,19,1,2687267.33,1240082.906,1,2014,4,3100,95
4884,210196664,1835,2687271.672,1240081.89,901,1004,1020,1122,2014-09,8022,159,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101849114,19,1,2687267.33,1240082.906,2,2014,4,3101,95
4885,210196664,1835,2687271.672,1240081.89,901,1004,1020,1122,2014-09,8022,159,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101849114,19,1,2687267.33,1240082.906,3,2014,2,3401,70
4886,210196664,1835,2687271.672,1240081.89,901,1004,1020,1122,2014-09,8022,159,4,7410,7598,869,2012-11-28,7610,2012-11-28,2012-11-28,2021-04-08,101849114,19,1,2687267.33,1240082.906,4,2014,2,3102,90
4887,210198987,1839,2687254.281,1240019.734,901,1004,1020,1121,2016-07,8023,252,3,7410,7598,869,2013-06-27,7610,2013-06-27,2013-06-27,2021-04-08,101886960,22,1,2687261.388,1240019.915,1,2016,4,3101,188
4888,210198987,1839,2687254.281,1240019.734,901,1004,1020,1121,2016-07,8023,252,3,7410,7598,869,2013-06-27,7610,2013-06-27,2013-06-27,2021-04-08,101886960,22,1,2687261.388,1240019.915,2,2016,3,3100,92
4889,210253957,n.n,2687135.052,1239931.883,901,1004,1060,1274,,,15,,,,,,,,2019-07-16,2021-04-08,,,,,,,,,,
4890,210253958,n.n,2687129.803,1240182.761,901,1004,1060,1274,,,8,,,,,,,,2019-07-16,2021-04-08,,,,,,,,,,
4891,210254028,n.n,2687279.973,1240129.677,901,1004,1060,1274,,,11,,,,,,,,2019-07-16,2021-06-10,,,,,,,,,,
4892,2293312,889,2687192.918,1240010.214,901,1004,1060,1230,1952,8013,327,,7430,7530,869,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,,,,,,,,,,
4893,2293343,691,2687324.029,1240014.076,901,1004,1020,1110,1930,8012,165,3,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,101024573,19,1,2687331.8,1240014.741,1,1999,4,3100,120
4894,2293437,,2687280.844,1240009.83,909,1007,1060,,,,,,,,,,,,2001-11-29,2023-04-19,,,,,,,,,,
4895,2293442,480,2687202.688,1240114.12,901,1004,1040,1251,1941-01,8012,595,1,7430,7520,859,2021-07-26,7630,2021-07-26,2001-11-29,2022-10-14,101024612,16,1,2687208.391,1240113.153,1,1999,1,3100,50
4896,2293469,1108,2687233.864,1240061.747,901,1004,1060,1251,1967-01,8014,218,1,7430,7530,869,2001-11-29,7630,2001-11-29,2001-11-29,2023-05-25,,,,,,,,,,
4897,3020307,1396,2687295.063,1240102.323,901,1004,1020,1110,1994-01,8018,161,3,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-07-21,101110707,10b,1,2687297.68,1240106.046,1,1999,6,3100,212
4898,3020308,1397,2687286.008,1240111.824,901,1004,1020,1110,1994-01,8018,99,2,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,101110708,10a,1,2687289.974,1240114.121,1,1999,4,3100,150
4899,67212,506,2687192.666,1239915.786,901,1004,1020,1122,1918,8011,168,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067660,12,1,2687191.024,1239920.555,1,1999,3,3100,
4900,67212,506,2687192.666,1239915.786,901,1004,1020,1122,1918,8011,168,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067660,12,1,2687191.024,1239920.555,2,1999,4,3101,
4901,67212,506,2687192.666,1239915.786,901,1004,1020,1122,1918,8011,168,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067660,12,1,2687191.024,1239920.555,3,1999,3,3102,
4902,67213,878,2687190.777,1239946.675,901,1004,1030,1122,1952,8013,302,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067661,14,1,2687184.676,1239943.666,1,1999,4,3101,97
4903,67213,878,2687190.777,1239946.675,901,1004,1030,1122,1952,8013,302,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067661,14,1,2687184.676,1239943.666,2,1999,3,3101,85
4904,67213,878,2687190.777,1239946.675,901,1004,1030,1122,1952,8013,302,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067661,14,1,2687184.676,1239943.666,3,1999,4,3102,97
4905,67213,878,2687190.777,1239946.675,901,1004,1030,1122,1952,8013,302,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067661,14,1,2687184.676,1239943.666,4,1999,3,3102,85
4906,67214,644,2687158.684,1239913.97,901,1004,1030,1122,1929-01,8012,168,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067662,15,1,2687156.646,1239921.804,2,1999,4,3101,118
4907,67214,644,2687158.684,1239913.97,901,1004,1030,1122,1929-01,8012,168,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067662,15,1,2687156.646,1239921.804,3,1999,4,3102,130
4908,67214,644,2687158.684,1239913.97,901,1004,1030,1122,1929-01,8012,168,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067662,15,1,2687156.646,1239921.804,4,1999,4,3103,109
4909,67215,729,2687152.708,1239941.637,901,1004,1030,1122,1932,8012,208,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067663,17,1,2687163.566,1239939.294,1,1999,3,3101,80
4910,67215,729,2687152.708,1239941.637,901,1004,1030,1122,1932,8012,208,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067663,17,1,2687163.566,1239939.294,2,1999,5,3102,150
4911,67215,729,2687152.708,1239941.637,901,1004,1030,1122,1932,8012,208,4,7430,7520,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067663,17,1,2687163.566,1239939.294,3,2010,5,3401,130
4912,67216,367,2687228.709,1239956.285,901,1004,1030,1122,1896,8011,484,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067664,18,1,2687233.03,1239944.29,4,1999,5,3102,147
4913,67216,367,2687228.709,1239956.285,901,1004,1030,1122,1896,8011,484,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067664,18,1,2687233.03,1239944.29,5,1999,1,3100,35
4914,67216,367,2687228.709,1239956.285,901,1004,1030,1122,1896,8011,484,3,7430,7530,860,2001-11-29,7630,2001-11-29,2001-11-29,2021-04-08,100067664,18,1,2687233.03,1239944.29,6,1999,3,3100,51
