egid,buildingStatus,buildingCategory,buildingClass,municipalityNumber,municipalityName,canton,geometry
1713424,1004,1020,1110,3102,Gonten,AI,POINT (2746414.242 1244848.693)
1713425,1004,1020,1121,3102,Gonten,AI,POINT (2746337.424 1244646.293)
1713426,1004,1020,1110,3102,Gonten,AI,POINT (2746339.927 1244478.661)
1713427,1004,1030,1110,3102,Gonten,AI,POINT (2746111.694 1244378.289)
1713428,1004,1030,1110,3102,Gonten,AI,POINT (2744688.351 1244080.716)
1713429,1004,1020,1110,3102,Gonten,AI,POINT (2744657.235 1244142.085)
1713430,1004,1020,1110,3102,Gonten,AI,POINT (2744692.582 1244199.228)
1713431,1004,1030,1110,3102,Gonten,AI,POINT (2744546.237 1244233.628)
1713432,1004,1030,1110,3102,Gonten,AI,POINT (2744372.756 1244270.593)
1713433,1004,1030,1110,3102,Gonten,AI,POINT (2744563.183 1244382.334)
1713434,1004,1030,1110,3102,Gonten,AI,POINT (2744341.702 1244489.964)
1713435,1004,1030,1110,3102,Gonten,AI,POINT (2744224.971 1244710.385)
1713436,1004,1030,1110,3102,Gonten,AI,POINT (2744497.732 1244615.621)
1713437,1004,1020,1110,3102,Gonten,AI,POINT (2744446.931 1244798.285)
1713438,1004,1060,1271,3102,Gonten,AI,POINT (2744615.658 1244887.228)
1713439,1004,1020,1121,3102,Gonten,AI,POINT (2744800.214 1244890.219)
1713440,1007,1030,1110,3102,Gonten,AI,POINT (2744254 1244933)
1713441,1004,1030,1110,3102,Gonten,AI,POINT (2744572.195 1244994.415)
1713442,1004,1030,1121,3102,Gonten,AI,POINT (2744819.89 1244150.85)
1713443,1004,1020,1110,3102,Gonten,AI,POINT (2744674.519 1244300.05)
1713444,1004,1020,1110,3102,Gonten,AI,POINT (2744718.312 1244395.038)
1713445,1004,1020,1110,3102,Gonten,AI,POINT (2744712.736 1244626.542)
1713446,1004,1030,1121,3102,Gonten,AI,POINT (2744994.968 1244698.948)
1713447,1004,1030,1110,3102,Gonten,AI,POINT (2744891.458 1244805.217)
1713448,1004,1030,1110,3102,Gonten,AI,POINT (2745072.916 1244199.52)
1713449,1004,1020,1110,3102,Gonten,AI,POINT (2745080.143 1244257.992)
1713450,1004,1030,1110,3102,Gonten,AI,POINT (2745050.82 1244435.042)
1713451,1004,1030,1110,3102,Gonten,AI,POINT (2745239.907 1244287.401)
1713452,1004,1060,1274,3102,Gonten,AI,POINT (2745415.268 1244170.635)
1713454,1004,1030,1110,3102,Gonten,AI,POINT (2745348.935 1244553.799)
1713455,1004,1020,1110,3102,Gonten,AI,POINT (2745224.937 1244546.853)
1713456,1004,1030,1110,3102,Gonten,AI,POINT (2745271.682 1244756.126)
1713457,1004,1030,1110,3102,Gonten,AI,POINT (2745426.572 1244439.357)
1713458,1004,1020,1110,3102,Gonten,AI,POINT (2745518.284 1244431.201)
1713459,1007,1030,1110,3102,Gonten,AI,POINT (2745615.145 1244633.426)
1713460,1004,1030,1110,3102,Gonten,AI,POINT (2745633.146 1244899.583)
1713461,1004,1020,1121,3102,Gonten,AI,POINT (2745589.267 1244192.301)
1713462,1004,1020,1110,3102,Gonten,AI,POINT (2745586.159 1244248.029)
1713463,1004,1030,1110,3102,Gonten,AI,POINT (2745691.274 1244384)
1713464,1004,1030,1110,3102,Gonten,AI,POINT (2745923.296 1244188.39)
1713465,1004,1020,1110,3102,Gonten,AI,POINT (2745801.577 1244417.318)
1713466,1007,1040,0,3102,Gonten,AI,POINT (2745849.134 1244517.929)
1713467,1007,1030,1110,3102,Gonten,AI,POINT (2745887 1244516)
1713468,1004,1020,1121,3102,Gonten,AI,POINT (2745987.229 1244435.266)
1713469,1004,1020,1110,3102,Gonten,AI,POINT (2745896.844 1244668.506)
1713470,1004,1060,1271,3102,Gonten,AI,POINT (2746117.666 1244595.183)
1713471,1004,1060,1271,3102,Gonten,AI,POINT (2746099.818 1244661.151)
1713472,1004,1030,1110,3102,Gonten,AI,POINT (2745852.875 1244983.488)
1713473,1004,1030,1110,3102,Gonten,AI,POINT (2745965.446 1245143.702)
1713474,1004,1030,1110,3102,Gonten,AI,POINT (2745578.439 1245085.386)
1713475,1004,1030,1121,3102,Gonten,AI,POINT (2745362.459 1244991.499)
1713476,1004,1030,1110,3102,Gonten,AI,POINT (2745896.075 1245280.559)
1713477,1004,1060,1271,3102,Gonten,AI,POINT (2746015.691 1245566.704)
1713478,1004,1020,1121,3102,Gonten,AI,POINT (2744277.359 1243812.108)
1713479,1004,1020,1110,3102,Gonten,AI,POINT (2744051.783 1243765.03)
1713480,1004,1020,1110,3102,Gonten,AI,POINT (2744100.798 1243811.488)
1713481,1004,1030,1110,3102,Gonten,AI,POINT (2743885.657 1243864.093)
1713482,1004,1030,1110,3102,Gonten,AI,POINT (2744111.393 1243987.282)
1713483,1004,1030,1110,3102,Gonten,AI,POINT (2743706.471 1243858.66)
1713484,1004,1020,1110,3102,Gonten,AI,POINT (2743437.047 1243934.384)
1713485,1004,1030,1110,3102,Gonten,AI,POINT (2743143.768 1244161.218)
1713486,1004,1060,1271,3102,Gonten,AI,POINT (2743004.793 1244277.867)
1713487,1004,1020,1110,3102,Gonten,AI,POINT (2743844.649 1244005.347)
1713488,1004,1030,1110,3102,Gonten,AI,POINT (2743902.56 1243996.837)
1713489,1004,1030,1110,3102,Gonten,AI,POINT (2744023.658 1244127.959)
1713490,1004,1030,1110,3102,Gonten,AI,POINT (2743241.103 1244509.287)
1713491,1004,1030,1110,3102,Gonten,AI,POINT (2743994.629 1244307.424)
1713492,1004,1020,1110,3102,Gonten,AI,POINT (2743628.461 1244112.416)
1713493,1004,1030,1110,3102,Gonten,AI,POINT (2743541.232 1244096.242)
1713494,1004,1030,1110,3102,Gonten,AI,POINT (2743537.685 1244208.153)
1713495,1004,1020,1121,3102,Gonten,AI,POINT (2743725.631 1244407.817)
1713496,1004,1030,1110,3102,Gonten,AI,POINT (2743718.633 1244552.806)
1713497,1004,1020,1110,3102,Gonten,AI,POINT (2743925.422 1244759.278)
1713498,1004,1030,1110,3102,Gonten,AI,POINT (2743875.401 1244440.497)
1713499,1004,1030,1110,3102,Gonten,AI,POINT (2744098.661 1244639.714)
1713500,1004,1030,1110,3102,Gonten,AI,POINT (2744099.577 1244474.007)
1713501,1004,1020,1110,3102,Gonten,AI,POINT (2744252.55 1244417.887)
1713502,1004,1020,1110,3102,Gonten,AI,POINT (2744434.733 1244019.031)
1713503,1004,1020,1121,3102,Gonten,AI,POINT (2743932.96 1243392.256)
1713505,1004,1030,1110,3102,Gonten,AI,POINT (2741933.506 1243014.092)
1713506,1004,1020,1110,3102,Gonten,AI,POINT (2741596.94 1243107.537)
1713507,1004,1030,1110,3102,Gonten,AI,POINT (2742003.138 1243136.033)
1713508,1004,1060,1271,3102,Gonten,AI,POINT (2742274.728 1243255.361)
1713509,1004,1020,1110,3102,Gonten,AI,POINT (2742224.403 1243395.6)
1713510,1007,1030,1110,3102,Gonten,AI,POINT (2742318 1243420)
1713511,1004,1030,1110,3102,Gonten,AI,POINT (2742775.368 1242980.882)
1713512,1004,1030,1110,3102,Gonten,AI,POINT (2742612.199 1242941.106)
1713513,1004,1030,1110,3102,Gonten,AI,POINT (2742645.562 1243003.521)
1713514,1004,1030,1110,3102,Gonten,AI,POINT (2743218.974 1242942.609)
1713515,1004,1020,1122,3102,Gonten,AI,POINT (2743656.173 1243211.471)
1713516,1007,1020,1121,3102,Gonten,AI,POINT (2743386.087 1242963.229)
1713517,1004,1030,1110,3102,Gonten,AI,POINT (2743510.496 1243031.375)
1713518,1004,1030,1110,3102,Gonten,AI,POINT (2743618.62 1243112.673)
1713519,1007,1060,1271,3102,Gonten,AI,POINT (2743903.701 1243503.276)
1713520,1004,1030,1110,3102,Gonten,AI,POINT (2743720.247 1243499.664)
1713521,1004,1030,1110,3102,Gonten,AI,POINT (2743815.375 1243592.17)
1713522,1007,1030,1110,3102,Gonten,AI,POINT (2743853 1243697)
1713523,1004,1030,1110,3102,Gonten,AI,POINT (2743514.816 1243513.198)
1713524,1004,1020,1121,3102,Gonten,AI,POINT (2743475.963 1243376.959)
1713525,1004,1020,1110,3102,Gonten,AI,POINT (2743489.035 1243648.947)
1713526,1004,1030,1110,3102,Gonten,AI,POINT (2743224.537 1243528.833)
1713527,1007,1020,1110,3102,Gonten,AI,POINT (2743226 1243576)
1713528,1004,1030,1110,3102,Gonten,AI,POINT (2743065.07 1243671.774)
1713529,1004,1030,1121,3102,Gonten,AI,POINT (2742746.811 1243316.145)
1713530,1004,1030,1110,3102,Gonten,AI,POINT (2742611.574 1243572.959)
1713531,1004,1020,1110,3102,Gonten,AI,POINT (2741824.169 1242895.497)
1713532,1004,1020,1110,3102,Gonten,AI,POINT (2744035.441 1243691.936)
1713534,1004,1020,1121,3102,Gonten,AI,POINT (2743233.633 1243466.927)
1713535,1004,1020,1110,3102,Gonten,AI,POINT (2743034.091 1243099.628)
1713536,1004,1030,1110,3102,Gonten,AI,POINT (2741657.803 1243006.414)
1713537,1004,1020,1121,3102,Gonten,AI,POINT (2742767.497 1242929.509)
1713538,1004,1020,1110,3102,Gonten,AI,POINT (2742414.963 1243065.47)
1713540,1004,1060,1271,3102,Gonten,AI,POINT (2743900.657 1243038.989)
1713541,1004,1040,1130,3102,Gonten,AI,POINT (2742927.691 1239570.273)
1713542,1004,1020,1110,3102,Gonten,AI,POINT (2743100.09 1242478.692)
1713543,1004,1030,1121,3102,Gonten,AI,POINT (2743374.717 1242683.761)
1713544,1007,1030,1110,3102,Gonten,AI,POINT (2743223.43 1242786.973)
1713545,1004,1030,1121,3102,Gonten,AI,POINT (2744444.614 1242265.353)
1713546,1007,1030,1121,3102,Gonten,AI,POINT (2743723.881 1242711.33)
1713547,1004,1020,1110,3102,Gonten,AI,POINT (2743551.84 1242594.147)
1713548,1004,1030,1110,3102,Gonten,AI,POINT (2744185.275 1243558.576)
1713549,1007,1030,1110,3102,Gonten,AI,POINT (2743563 1242938)
1713550,1004,1020,1110,3102,Gonten,AI,POINT (2744234.302 1243475.981)
1713551,1004,1030,1121,3102,Gonten,AI,POINT (2743280.548 1242546.698)
1713552,1007,1030,1110,3102,Gonten,AI,POINT (2744163.245 1243377.742)
1713553,1004,1060,1271,3102,Gonten,AI,POINT (2744356.979 1243424.148)
1713554,1004,1030,1110,3102,Gonten,AI,POINT (2744525.948 1243020.283)
1713555,1004,1020,1121,3102,Gonten,AI,POINT (2743560.401 1242060.239)
1713556,1004,1030,1110,3102,Gonten,AI,POINT (2743548.198 1242242.65)
1713557,1004,1030,1110,3102,Gonten,AI,POINT (2743677.396 1242157.313)
1713558,1004,1030,1110,3102,Gonten,AI,POINT (2743239.327 1242234.955)
1713559,1004,1030,1110,3102,Gonten,AI,POINT (2742672.229 1241675.82)
1713560,1004,1030,1121,3102,Gonten,AI,POINT (2744148.136 1242483.193)
1713561,1004,1030,1121,3102,Gonten,AI,POINT (2743256.91 1242803.71)
1713562,1007,1030,1110,3102,Gonten,AI,POINT (2743680.411 1243082.302)
1713563,1004,1030,1110,3102,Gonten,AI,POINT (2744076.363 1243310.332)
1713564,1004,1030,1110,3102,Gonten,AI,POINT (2743160.137 1242336.259)
1713565,1004,1020,1110,3102,Gonten,AI,POINT (2743300.995 1241674.183)
1713566,1007,1060,1271,3102,Gonten,AI,POINT (2742715.631 1240814.242)
1713567,1004,1030,1110,3102,Gonten,AI,POINT (2742822.086 1240782.918)
1713568,1004,1020,1110,3102,Gonten,AI,POINT (2743022.675 1242200.701)
1713569,1004,1020,1110,3102,Gonten,AI,POINT (2742889.86 1241907.112)
1713570,1004,1030,1110,3102,Gonten,AI,POINT (2742032.758 1240942.505)
1713571,1004,1020,1110,3102,Gonten,AI,POINT (2742129.553 1241744.649)
1713572,1004,1030,1110,3102,Gonten,AI,POINT (2742349.424 1242833.26)
1713573,1004,1020,1121,3102,Gonten,AI,POINT (2743012.328 1242567.679)
1713574,1004,1030,1110,3102,Gonten,AI,POINT (2742365.037 1241917.044)
1713575,1007,1040,0,3102,Gonten,AI,POINT (2743920 1242360)
1713576,1004,1030,1110,3102,Gonten,AI,POINT (2742206.369 1242608.222)
1713577,1004,1030,1110,3102,Gonten,AI,POINT (2743921.385 1242815.579)
1713578,1004,1030,1110,3102,Gonten,AI,POINT (2743945.062 1242970.93)
1713579,1004,1030,1110,3102,Gonten,AI,POINT (2744383.273 1242543.384)
1713580,1004,1060,1271,3102,Gonten,AI,POINT (2744095.045 1242044.107)
1713581,1004,1020,1110,3102,Gonten,AI,POINT (2744410.671 1241884.329)
1713582,1004,1020,1110,3102,Gonten,AI,POINT (2744111.829 1241915.628)
1713583,1004,1020,1121,3102,Gonten,AI,POINT (2742211.458 1241327.404)
1713584,1007,1020,1110,3102,Gonten,AI,POINT (2742891.561 1242184.547)
1713585,1004,1020,1110,3102,Gonten,AI,POINT (2743015.688 1242095.757)
1713586,1004,1060,1271,3102,Gonten,AI,POINT (2743049.381 1242218.613)
1713587,1004,1020,1110,3102,Gonten,AI,POINT (2743032.307 1242169.574)
1713588,1004,1020,1110,3102,Gonten,AI,POINT (2743054.772 1242055.133)
1713589,1004,1020,1110,3102,Gonten,AI,POINT (2743101.132 1242093.91)
1713590,1004,1020,1110,3102,Gonten,AI,POINT (2743105.651 1242142.11)
1713591,1004,1020,1110,3102,Gonten,AI,POINT (2743116.415 1242162.127)
1713592,1004,1020,1110,3102,Gonten,AI,POINT (2743062.817 1242147.848)
1713593,1004,1030,1110,3102,Gonten,AI,POINT (2746411.948 1244122.371)
1713594,1004,1020,1110,3102,Gonten,AI,POINT (2746197.373 1244088.378)
1713595,1004,1030,1110,3102,Gonten,AI,POINT (2746246.713 1243799.567)
1713596,1004,1030,1110,3102,Gonten,AI,POINT (2745887.495 1244037.215)
1713597,1004,1020,1122,3102,Gonten,AI,POINT (2745775.849 1244011.083)
1713598,1004,1020,1121,3102,Gonten,AI,POINT (2745724.805 1244010.134)
1713599,1004,1060,1230,3102,Gonten,AI,POINT (2745661.313 1243923.243)
1713600,1004,1030,1110,3102,Gonten,AI,POINT (2746026.422 1243357.25)
1713601,1004,1060,1271,3102,Gonten,AI,POINT (2744869.875 1243985.986)
1713602,1004,1020,1110,3102,Gonten,AI,POINT (2745104.805 1244023.93)
1713603,1004,1030,1110,3102,Gonten,AI,POINT (2744899.085 1243686.734)
1713604,1004,1020,1110,3102,Gonten,AI,POINT (2744771.786 1243487.123)
1713605,1004,1030,1110,3102,Gonten,AI,POINT (2744981.917 1243546.073)
1713606,1004,1020,1110,3102,Gonten,AI,POINT (2746024.062 1242874.328)
1713607,1004,1030,1110,3102,Gonten,AI,POINT (2746302.051 1242902.639)
1713608,1004,1030,1121,3102,Gonten,AI,POINT (2746151.348 1242667.55)
1713609,1004,1030,1110,3102,Gonten,AI,POINT (2746347.772 1242561.344)
1713610,1004,1030,1110,3102,Gonten,AI,POINT (2746400.639 1242297.532)
1713611,1004,1030,1110,3102,Gonten,AI,POINT (2746205.498 1242199.374)
1713612,1004,1030,1121,3102,Gonten,AI,POINT (2745750.57 1242361.753)
1713613,1004,1020,1110,3102,Gonten,AI,POINT (2745678.797 1242155.116)
1713614,1007,1020,1110,3102,Gonten,AI,POINT (2745884.456 1243849.829)
1713615,1004,1030,1110,3102,Gonten,AI,POINT (2745871.9 1243026.058)
1713616,1004,1020,1110,3102,Gonten,AI,POINT (2746764.278 1241850.828)
1713617,1004,1020,1110,3102,Gonten,AI,POINT (2745400.185 1243622.903)
1713618,1004,1020,1110,3102,Gonten,AI,POINT (2745534.576 1243763.843)
1713619,1004,1030,1121,3102,Gonten,AI,POINT (2745632.355 1243303.621)
1713620,1004,1030,1110,3102,Gonten,AI,POINT (2744767.339 1243055.757)
1713621,1004,1020,1110,3102,Gonten,AI,POINT (2745581.024 1243069.732)
1713622,1004,1030,1110,3102,Gonten,AI,POINT (2745559.351 1242828.371)
1713623,1004,1020,1121,3102,Gonten,AI,POINT (2746402.136 1242711.044)
1713624,1004,1020,1110,3102,Gonten,AI,POINT (2746484.888 1242631.242)
1713625,1007,1030,1110,3102,Gonten,AI,POINT (2746505.402 1242117.94)
1713626,1004,1030,1110,3102,Gonten,AI,POINT (2746531.879 1242196.856)
1713627,1004,1020,1110,3102,Gonten,AI,POINT (2746769.162 1242016.211)
1713628,1004,1020,1110,3102,Gonten,AI,POINT (2746589.829 1241899.814)
1713629,1004,1030,1110,3102,Gonten,AI,POINT (2745114.218 1243780.656)
1713630,1004,1020,1110,3102,Gonten,AI,POINT (2743949.277 1243506.466)
1713631,1004,1020,1110,3102,Gonten,AI,POINT (2744018.797 1243480.02)
1713632,1004,1020,1121,3102,Gonten,AI,POINT (2743985.555 1243451.398)
1713633,1004,1020,1121,3102,Gonten,AI,POINT (2743971.861 1243430.991)
1713634,1004,1020,1121,3102,Gonten,AI,POINT (2743957.943 1243407.219)
1713635,1004,1060,1220,3102,Gonten,AI,POINT (2743927.244 1243383.289)
1713636,1004,1030,1121,3102,Gonten,AI,POINT (2743898.857 1243343.82)
1713637,1004,1030,1121,3102,Gonten,AI,POINT (2743920.58 1243306.833)
1713638,1004,1030,1121,3102,Gonten,AI,POINT (2743902.099 1243279.373)
1713639,1004,1020,1122,3102,Gonten,AI,POINT (2743891 1243235.789)
1713640,1004,1030,1121,3102,Gonten,AI,POINT (2743852.342 1243240.848)
1713641,1004,1020,1121,3102,Gonten,AI,POINT (2743826.274 1243240.053)
1713642,1004,1020,1121,3102,Gonten,AI,POINT (2743811.009 1243222.823)
1713643,1004,1020,1110,3102,Gonten,AI,POINT (2743837.264 1243213.877)
1713644,1004,1020,1110,3102,Gonten,AI,POINT (2743854.469 1243214.691)
1713645,1004,1040,1211,3102,Gonten,AI,POINT (2743738.984 1243172.639)
1713646,1007,1030,1110,3102,Gonten,AI,POINT (2743763.676 1243220.621)
1713647,1004,1020,1110,3102,Gonten,AI,POINT (2743852.53 1243285.06)
1713648,1004,1020,1110,3102,Gonten,AI,POINT (2743869.322 1243298.926)
1713649,1004,1020,1121,3102,Gonten,AI,POINT (2743883.248 1243331.658)
1713650,1004,1020,1110,3102,Gonten,AI,POINT (2743820.123 1243288.985)
1713651,1004,1020,1110,3102,Gonten,AI,POINT (2743793.886 1243277.476)
1713653,1004,1020,1121,3102,Gonten,AI,POINT (2743744.716 1243259.798)
1713654,1004,1020,1110,3102,Gonten,AI,POINT (2743718.299 1243225.243)
1713655,1004,1020,1110,3102,Gonten,AI,POINT (2743707.081 1243208.905)
1713656,1004,1020,1110,3102,Gonten,AI,POINT (2743714.56 1243247.549)
1713657,1004,1020,1110,3102,Gonten,AI,POINT (2743689.969 1243247.996)
1713658,1004,1020,1110,3102,Gonten,AI,POINT (2743660.843 1243245.06)
1713659,1004,1020,1110,3102,Gonten,AI,POINT (2743647.97 1243274.025)
1713660,1004,1020,1110,3102,Gonten,AI,POINT (2743679.172 1243279.681)
1713661,1004,1020,1110,3102,Gonten,AI,POINT (2743727.286 1243288.131)
1713662,1004,1020,1122,3102,Gonten,AI,POINT (2743753.282 1243298.829)
1713663,1004,1020,1110,3102,Gonten,AI,POINT (2743788.302 1243328.377)
1713664,1004,1020,1122,3102,Gonten,AI,POINT (2743834.191 1243333.364)
1713665,1004,1020,1122,3102,Gonten,AI,POINT (2743863.426 1243356.583)
1713666,1004,1020,1121,3102,Gonten,AI,POINT (2743893.777 1243390.762)
1713667,1007,1020,1110,3102,Gonten,AI,POINT (2743914 1243420)
1713668,1004,1020,1110,3102,Gonten,AI,POINT (2743936.874 1243429.244)
1713669,1004,1020,1122,3102,Gonten,AI,POINT (2743886.712 1243412.161)
1713670,1004,1020,1110,3102,Gonten,AI,POINT (2743853.966 1243380.392)
1713671,1004,1020,1110,3102,Gonten,AI,POINT (2743837.401 1243364.539)
1713672,1004,1020,1110,3102,Gonten,AI,POINT (2743815.209 1243347.994)
1713673,1004,1020,1110,3102,Gonten,AI,POINT (2743839.338 1243414.36)
1713674,1004,1020,1110,3102,Gonten,AI,POINT (2743826.18 1243428.881)
1713675,1004,1020,1121,3102,Gonten,AI,POINT (2743807.144 1243432.488)
1713676,1004,1020,1110,3102,Gonten,AI,POINT (2743823.359 1243468.066)
1713677,1004,1020,1110,3102,Gonten,AI,POINT (2743820.638 1243392.725)
1713678,1004,1020,1110,3102,Gonten,AI,POINT (2743780.726 1243356.524)
1713679,1004,1020,1110,3102,Gonten,AI,POINT (2743760.631 1243341.611)
1713680,1004,1020,1110,3102,Gonten,AI,POINT (2743744.571 1243326.954)
1713681,1004,1020,1110,3102,Gonten,AI,POINT (2743724.57 1243318.483)
1713682,1004,1020,1110,3102,Gonten,AI,POINT (2743700.449 1243319.853)
1713683,1004,1020,1110,3102,Gonten,AI,POINT (2743718.726 1243335.432)
1713684,1004,1020,1121,3102,Gonten,AI,POINT (2743735.48 1243349.311)
1713685,1004,1020,1110,3102,Gonten,AI,POINT (2743754.691 1243360.452)
1713686,1004,1020,1121,3102,Gonten,AI,POINT (2743779.75 1243398.76)
1713687,1004,1020,1121,3102,Gonten,AI,POINT (2743754.951 1243393.772)
1713688,1004,1020,1110,3102,Gonten,AI,POINT (2743729.135 1243380.675)
1713689,1004,1020,1110,3102,Gonten,AI,POINT (2743707.002 1243361.017)
1713690,1004,1020,1110,3102,Gonten,AI,POINT (2743690.727 1243346.717)
1713691,1004,1030,1110,3102,Gonten,AI,POINT (2743656.478 1243319.483)
1713692,1004,1020,1110,3102,Gonten,AI,POINT (2743635.613 1243319.243)
1713693,1004,1030,1121,3102,Gonten,AI,POINT (2743666.274 1243368.414)
1713694,1004,1020,1110,3102,Gonten,AI,POINT (2743680.887 1243383.461)
1713695,1004,1020,1110,3102,Gonten,AI,POINT (2743708.443 1243401.068)
1713696,1004,1020,1110,3102,Gonten,AI,POINT (2743676.788 1243411.957)
1713697,1004,1020,1110,3102,Gonten,AI,POINT (2743657.484 1243400.616)
1713698,1004,1020,1121,3102,Gonten,AI,POINT (2743641.227 1243391.854)
1713699,1004,1020,1110,3102,Gonten,AI,POINT (2743611.342 1243388.698)
1713700,1004,1020,1110,3102,Gonten,AI,POINT (2743624.846 1243365.143)
1713701,1004,1020,1122,3102,Gonten,AI,POINT (2743651.515 1243351.792)
1713702,1004,1020,1110,3102,Gonten,AI,POINT (2743630.512 1243342.645)
1713704,1004,1020,1121,3102,Gonten,AI,POINT (2744706.704 1243954.988)
1713705,1004,1030,1110,3102,Gonten,AI,POINT (2744657.397 1243943.016)
1713706,1004,1020,1110,3102,Gonten,AI,POINT (2744535.645 1243889.673)
1713707,1004,1030,1110,3102,Gonten,AI,POINT (2744544.541 1243861.584)
1713708,1007,1030,1110,3102,Gonten,AI,POINT (2744480.669 1243891.624)
1713709,1004,1020,1110,3102,Gonten,AI,POINT (2744344.233 1243801.955)
1713710,1004,1020,1121,3102,Gonten,AI,POINT (2744335.673 1243781.114)
1713711,1004,1030,1121,3102,Gonten,AI,POINT (2744312.723 1243775.692)
1713712,1004,1030,1122,3102,Gonten,AI,POINT (2744297.75 1243760.96)
1713713,1004,1020,1110,3102,Gonten,AI,POINT (2744281.32 1243746.975)
1713714,1004,1020,1121,3102,Gonten,AI,POINT (2744270.486 1243735.919)
1713715,1007,1030,1110,3102,Gonten,AI,POINT (2744273.547 1243693.332)
1713716,1004,1020,1110,3102,Gonten,AI,POINT (2744312.034 1243704.986)
1713717,1004,1020,1121,3102,Gonten,AI,POINT (2744321.138 1243717.269)
1713718,1004,1020,1110,3102,Gonten,AI,POINT (2744435.117 1243545.77)
1713719,1004,1040,1211,3102,Gonten,AI,POINT (2744245.569 1243711.419)
1713720,1004,1020,1110,3102,Gonten,AI,POINT (2744242.744 1243689.026)
1713721,1004,1020,1110,3102,Gonten,AI,POINT (2744205.544 1243636.239)
1713722,1004,1020,1121,3102,Gonten,AI,POINT (2744178.952 1243643.989)
1713723,1004,1040,1211,3102,Gonten,AI,POINT (2744192.204 1243617.859)
1713726,1004,1020,1110,3102,Gonten,AI,POINT (2744140.819 1243558.734)
1713727,1004,1020,1122,3102,Gonten,AI,POINT (2744060.496 1243493.539)
1713728,1004,1020,1122,3102,Gonten,AI,POINT (2744039.272 1243564.551)
1713729,1004,1030,1121,3102,Gonten,AI,POINT (2744082.352 1243578.433)
1713730,1004,1020,1122,3102,Gonten,AI,POINT (2744115.42 1243597.648)
1713731,1004,1020,1110,3102,Gonten,AI,POINT (2744112.289 1243627.669)
1713732,1004,1030,1110,3102,Gonten,AI,POINT (2744145.305 1243638.348)
1713733,1004,1020,1122,3102,Gonten,AI,POINT (2744164.376 1243663.494)
1713734,1004,1020,1122,3102,Gonten,AI,POINT (2744174.526 1243674.766)
1713736,1004,1030,1110,3102,Gonten,AI,POINT (2744197.277 1243705.618)
1713737,1004,1020,1122,3102,Gonten,AI,POINT (2744175.733 1243730.354)
1713738,1007,1020,1121,3102,Gonten,AI,POINT (2744156.494 1243741.351)
1713739,1004,1020,1110,3102,Gonten,AI,POINT (2744128.112 1243753.702)
1713740,1004,1040,1211,3102,Gonten,AI,POINT (2744223.63 1243729.347)
1713741,1004,1060,1220,3102,Gonten,AI,POINT (2744230.247 1243750.132)
1713742,1004,1060,1261,3102,Gonten,AI,POINT (2744252.341 1243750.67)
1713743,1004,1020,1121,3102,Gonten,AI,POINT (2744264.068 1243763.878)
1713744,1004,1030,1110,3102,Gonten,AI,POINT (2744281.917 1243776.074)
1713746,1004,1020,1110,3102,Gonten,AI,POINT (2744293.853 1243784.269)
1713747,1004,1020,1110,3102,Gonten,AI,POINT (2744301.02 1243789.354)
1713748,1004,1020,1110,3102,Gonten,AI,POINT (2744310.955 1243804.476)
1713749,1004,1020,1122,3102,Gonten,AI,POINT (2744319.499 1243811.749)
1713750,1004,1020,1110,3102,Gonten,AI,POINT (2744326.091 1243815.838)
1713751,1004,1020,1122,3102,Gonten,AI,POINT (2744336.413 1243824.231)
1713752,1004,1020,1122,3102,Gonten,AI,POINT (2744352.799 1243839.657)
1713753,1004,1020,1110,3102,Gonten,AI,POINT (2744367.158 1243861.302)
1713754,1004,1020,1121,3102,Gonten,AI,POINT (2744379.095 1243901.292)
1713755,1007,1020,1110,3102,Gonten,AI,POINT (2744533.574 1243948.282)
1713756,1004,1020,1110,3102,Gonten,AI,POINT (2744595.811 1243956.944)
1713757,1004,1020,1110,3102,Gonten,AI,POINT (2744637.407 1243965.758)
1713758,1004,1020,1121,3102,Gonten,AI,POINT (2744658.975 1243972.933)
1713759,1004,1020,1110,3102,Gonten,AI,POINT (2744630.109 1244025.767)
1713760,1004,1020,1110,3102,Gonten,AI,POINT (2744579.072 1244030.044)
1713762,1004,1020,1110,3102,Gonten,AI,POINT (2743915.438 1243374.064)
1713763,1007,1020,1122,3102,Gonten,AI,POINT (2743744 1243235)
1713764,1004,1020,1110,3102,Gonten,AI,POINT (2743765.796 1243242.329)
1713765,1004,1020,1122,3102,Gonten,AI,POINT (2746223.829 1244292.184)
1713766,1004,1020,1110,3102,Gonten,AI,POINT (2743785.821 1243247.68)
1713767,1004,1020,1121,3102,Gonten,AI,POINT (2743807.937 1243255.892)
1713768,1004,1040,1211,3102,Gonten,AI,POINT (2746191.59 1244183.716)
1713769,1004,1060,1251,3102,Gonten,AI,POINT (2746177.579 1244148.458)
1713770,1004,1020,1121,3102,Gonten,AI,POINT (2746167.987 1244049.616)
1713771,1004,1020,1110,3102,Gonten,AI,POINT (2746106.183 1244057.455)
1713773,1004,1040,1130,3102,Gonten,AI,POINT (2746078.987 1244144.568)
1713774,1007,1020,1122,3102,Gonten,AI,POINT (2746102 1244180)
1713775,1004,1020,1110,3102,Gonten,AI,POINT (2746078.59 1244176.378)
1713776,1004,1030,1110,3102,Gonten,AI,POINT (2746078.763 1244301.17)
